ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	22.20	25.20
2	0	1	0	1	1.00	1.00	22.20	25.20
3	1	1	0.2	0.2	1.20	1.20	22.20	25.20
4	0	1	0	1	1.20	2.20	22.20	25.20
5	1	1	0.2	0.2	1.40	2.40	22.20	25.20
6	1	1	0.2	0.2	1.60	2.60	22.20	25.20
7	1	0	1	0	2.60	2.60	22.20	25.20
8	1	1	0.2	0.2	2.80	2.80	22.20	25.20
9	1	1	0.2	0.2	3.00	3.00	22.20	25.20
10	1	1	0.2	0.2	3.20	3.20	22.20	25.20
11	1	1	0.2	0.2	3.40	3.40	22.20	25.20
12	1	1	0.2	0.2	3.60	3.60	22.20	25.20
13	0	1	0	1	3.60	4.60	22.20	25.20
14	1	1	0.2	0.2	3.80	4.80	22.20	25.20
15	1	1	0.2	0.2	4.00	5.00	22.20	25.20
16	1	1	0.2	0.2	4.20	5.20	22.20	25.20
17	0	1	0	1	4.20	6.20	22.20	25.20
18	1	1	0.2	0.2	4.40	6.40	22.20	25.20
19	0	1	0	1	4.40	7.40	22.20	25.20
20	1	1	0.2	0.2	4.60	7.60	22.20	25.20
21	1	1	0.2	0.2	4.80	7.80	22.20	25.20
22	0	0	0.6	0.6	5.40	8.40	22.20	25.20
23	0	0	0.6	0.6	6.00	9.00	22.20	25.20
24	0	0	0.6	0.6	6.60	9.60	22.20	25.20
25	0	0	0.6	0.6	7.20	10.20	22.20	25.20
26	0	0	0.6	0.6	7.80	10.80	22.20	25.20
27	0	0	0.6	0.6	8.40	11.40	22.20	25.20
28	0	0	0.6	0.6	9.00	12.00	22.20	25.20
29	0	0	0.6	0.6	9.60	12.60	22.20	25.20
30	0	0	0.6	0.6	10.20	13.20	22.20	25.20
31	0	0	0.6	0.6	10.80	13.80	22.20	25.20
32	0	0	0.6	0.6	11.40	14.40	22.20	25.20
33	0	0	0.6	0.6	12.00	15.00	22.20	25.20
34	0	0	0.6	0.6	12.60	15.60	22.20	25.20
35	0	0	0.6	0.6	13.20	16.20	22.20	25.20
36	0	0	0.6	0.6	13.80	16.80	22.20	25.20
37	0	0	0.6	0.6	14.40	17.40	22.20	25.20
38	0	0	0.6	0.6	15.00	18.00	22.20	25.20
39	0	0	0.6	0.6	15.60	18.60	22.20	25.20
40	0	0	0.6	0.6	16.20	19.20	22.20	25.20
41	0	0	0.6	0.6	16.80	19.80	22.20	25.20
42	0	0	0.6	0.6	17.40	20.40	22.20	25.20
43	0	0	0.6	0.6	18.00	21.00	22.20	25.20
44	0	0	0.6	0.6	18.60	21.60	22.20	25.20
45	0	0	0.6	0.6	19.20	22.20	22.20	25.20
46	0	0	0.6	0.6	19.80	22.80	22.20	25.20
47	0	0	0.6	0.6	20.40	23.40	22.20	25.20
48	0	0	0.6	0.6	21.00	24.00	22.20	25.20
49	0	0	0.6	0.6	21.60	24.60	22.20	25.20
50	0	0	0.6	0.6	22.20	25.20	22.20	25.20
