ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	20.20	21.20
2	0	1	0	1	0.20	1.20	20.20	21.20
3	0	1	0	1	0.20	2.20	20.20	21.20
4	1	1	0.2	0.2	0.40	2.40	20.20	21.20
5	0	1	0	1	0.40	3.40	20.20	21.20
6	1	0	1	0	1.40	3.40	20.20	21.20
7	0	0	0.6	0.6	2.00	4.00	20.20	21.20
8	0	1	0	1	2.00	5.00	20.20	21.20
9	1	0	1	0	3.00	5.00	20.20	21.20
10	1	1	0.2	0.2	3.20	5.20	20.20	21.20
11	0	1	0	1	3.20	6.20	20.20	21.20
12	1	0	1	0	4.20	6.20	20.20	21.20
13	1	1	0.2	0.2	4.40	6.40	20.20	21.20
14	1	0	1	0	5.40	6.40	20.20	21.20
15	1	1	0.2	0.2	5.60	6.60	20.20	21.20
16	1	1	0.2	0.2	5.80	6.80	20.20	21.20
17	1	1	0.2	0.2	6.00	7.00	20.20	21.20
18	1	0	1	0	7.00	7.00	20.20	21.20
19	1	0	1	0	8.00	7.00	20.20	21.20
20	1	1	0.2	0.2	8.20	7.20	20.20	21.20
21	1	1	0.2	0.2	8.40	7.40	20.20	21.20
22	0	1	0	1	8.40	8.40	20.20	21.20
23	1	1	0.2	0.2	8.60	8.60	20.20	21.20
24	1	1	0.2	0.2	8.80	8.80	20.20	21.20
25	0	1	0	1	8.80	9.80	20.20	21.20
26	1	1	0.2	0.2	9.00	10.00	20.20	21.20
27	0	1	0	1	9.00	11.00	20.20	21.20
28	1	1	0.2	0.2	9.20	11.20	20.20	21.20
29	1	1	0.2	0.2	9.40	11.40	20.20	21.20
30	0	1	0	1	9.40	12.40	20.20	21.20
31	1	1	0.2	0.2	9.60	12.60	20.20	21.20
32	1	0	1	0	10.60	12.60	20.20	21.20
33	0	1	0	1	10.60	13.60	20.20	21.20
34	1	0	1	0	11.60	13.60	20.20	21.20
35	0	0	0.6	0.6	12.20	14.20	20.20	21.20
36	1	0	1	0	13.20	14.20	20.20	21.20
37	0	1	0	1	13.20	15.20	20.20	21.20
38	1	0	1	0	14.20	15.20	20.20	21.20
39	0	1	0	1	14.20	16.20	20.20	21.20
40	1	0	1	0	15.20	16.20	20.20	21.20
41	0	1	0	1	15.20	17.20	20.20	21.20
42	1	0	1	0	16.20	17.20	20.20	21.20
43	0	1	0	1	16.20	18.20	20.20	21.20
44	1	0	1	0	17.20	18.20	20.20	21.20
45	0	1	0	1	17.20	19.20	20.20	21.20
46	1	0	1	0	18.20	19.20	20.20	21.20
47	0	1	0	1	18.20	20.20	20.20	21.20
48	1	0	1	0	19.20	20.20	20.20	21.20
49	0	1	0	1	19.20	21.20	20.20	21.20
50	1	0	1	0	20.20	21.20	20.20	21.20
