ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	28.40	27.40
2	1	0	1	0	1.00	1.00	28.40	27.40
3	0	0	0.6	0.6	1.60	1.60	28.40	27.40
4	1	1	0.2	0.2	1.80	1.80	28.40	27.40
5	1	0	1	0	2.80	1.80	28.40	27.40
6	1	1	0.2	0.2	3.00	2.00	28.40	27.40
7	1	1	0.2	0.2	3.20	2.20	28.40	27.40
8	0	0	0.6	0.6	3.80	2.80	28.40	27.40
9	0	0	0.6	0.6	4.40	3.40	28.40	27.40
10	0	0	0.6	0.6	5.00	4.00	28.40	27.40
11	0	0	0.6	0.6	5.60	4.60	28.40	27.40
12	0	0	0.6	0.6	6.20	5.20	28.40	27.40
13	0	0	0.6	0.6	6.80	5.80	28.40	27.40
14	0	0	0.6	0.6	7.40	6.40	28.40	27.40
15	0	0	0.6	0.6	8.00	7.00	28.40	27.40
16	0	0	0.6	0.6	8.60	7.60	28.40	27.40
17	0	0	0.6	0.6	9.20	8.20	28.40	27.40
18	0	0	0.6	0.6	9.80	8.80	28.40	27.40
19	0	0	0.6	0.6	10.40	9.40	28.40	27.40
20	0	0	0.6	0.6	11.00	10.00	28.40	27.40
21	0	0	0.6	0.6	11.60	10.60	28.40	27.40
22	0	0	0.6	0.6	12.20	11.20	28.40	27.40
23	0	0	0.6	0.6	12.80	11.80	28.40	27.40
24	0	0	0.6	0.6	13.40	12.40	28.40	27.40
25	0	0	0.6	0.6	14.00	13.00	28.40	27.40
26	0	0	0.6	0.6	14.60	13.60	28.40	27.40
27	0	0	0.6	0.6	15.20	14.20	28.40	27.40
28	0	0	0.6	0.6	15.80	14.80	28.40	27.40
29	0	0	0.6	0.6	16.40	15.40	28.40	27.40
30	0	0	0.6	0.6	17.00	16.00	28.40	27.40
31	0	0	0.6	0.6	17.60	16.60	28.40	27.40
32	0	0	0.6	0.6	18.20	17.20	28.40	27.40
33	0	0	0.6	0.6	18.80	17.80	28.40	27.40
34	0	0	0.6	0.6	19.40	18.40	28.40	27.40
35	0	0	0.6	0.6	20.00	19.00	28.40	27.40
36	0	0	0.6	0.6	20.60	19.60	28.40	27.40
37	0	0	0.6	0.6	21.20	20.20	28.40	27.40
38	0	0	0.6	0.6	21.80	20.80	28.40	27.40
39	0	0	0.6	0.6	22.40	21.40	28.40	27.40
40	0	0	0.6	0.6	23.00	22.00	28.40	27.40
41	0	0	0.6	0.6	23.60	22.60	28.40	27.40
42	0	0	0.6	0.6	24.20	23.20	28.40	27.40
43	0	0	0.6	0.6	24.80	23.80	28.40	27.40
44	0	0	0.6	0.6	25.40	24.40	28.40	27.40
45	0	0	0.6	0.6	26.00	25.00	28.40	27.40
46	0	0	0.6	0.6	26.60	25.60	28.40	27.40
47	0	1	0	1	26.60	26.60	28.40	27.40
48	0	0	0.6	0.6	27.20	27.20	28.40	27.40
49	1	1	0.2	0.2	27.40	27.40	28.40	27.40
50	1	0	1	0	28.40	27.40	28.40	27.40
