ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	17.20	26.20
2	0	0	0.6	0.6	1.60	0.60	17.20	26.20
3	0	0	0.6	0.6	2.20	1.20	17.20	26.20
4	0	1	0	1	2.20	2.20	17.20	26.20
5	0	1	0	1	2.20	3.20	17.20	26.20
6	0	0	0.6	0.6	2.80	3.80	17.20	26.20
7	0	1	0	1	2.80	4.80	17.20	26.20
8	1	0	1	0	3.80	4.80	17.20	26.20
9	1	0	1	0	4.80	4.80	17.20	26.20
10	0	0	0.6	0.6	5.40	5.40	17.20	26.20
11	1	1	0.2	0.2	5.60	5.60	17.20	26.20
12	1	1	0.2	0.2	5.80	5.80	17.20	26.20
13	0	0	0.6	0.6	6.40	6.40	17.20	26.20
14	1	1	0.2	0.2	6.60	6.60	17.20	26.20
15	1	1	0.2	0.2	6.80	6.80	17.20	26.20
16	0	0	0.6	0.6	7.40	7.40	17.20	26.20
17	1	1	0.2	0.2	7.60	7.60	17.20	26.20
18	1	1	0.2	0.2	7.80	7.80	17.20	26.20
19	0	0	0.6	0.6	8.40	8.40	17.20	26.20
20	0	1	0	1	8.40	9.40	17.20	26.20
21	1	0	1	0	9.40	9.40	17.20	26.20
22	0	0	0.6	0.6	10.00	10.00	17.20	26.20
23	0	1	0	1	10.00	11.00	17.20	26.20
24	0	0	0.6	0.6	10.60	11.60	17.20	26.20
25	1	0	1	0	11.60	11.60	17.20	26.20
26	0	0	0.6	0.6	12.20	12.20	17.20	26.20
27	1	1	0.2	0.2	12.40	12.40	17.20	26.20
28	1	1	0.2	0.2	12.60	12.60	17.20	26.20
29	0	1	0	1	12.60	13.60	17.20	26.20
30	0	0	0.6	0.6	13.20	14.20	17.20	26.20
31	1	1	0.2	0.2	13.40	14.40	17.20	26.20
32	1	1	0.2	0.2	13.60	14.60	17.20	26.20
33	0	1	0	1	13.60	15.60	17.20	26.20
34	0	1	0	1	13.60	16.60	17.20	26.20
35	0	0	0.6	0.6	14.20	17.20	17.20	26.20
36	1	1	0.2	0.2	14.40	17.40	17.20	26.20
37	1	1	0.2	0.2	14.60	17.60	17.20	26.20
38	0	1	0	1	14.60	18.60	17.20	26.20
39	0	1	0	1	14.60	19.60	17.20	26.20
40	0	1	0	1	14.60	20.60	17.20	26.20
41	0	0	0.6	0.6	15.20	21.20	17.20	26.20
42	1	1	0.2	0.2	15.40	21.40	17.20	26.20
43	1	1	0.2	0.2	15.60	21.60	17.20	26.20
44	0	1	0	1	15.60	22.60	17.20	26.20
45	0	1	0	1	15.60	23.60	17.20	26.20
46	0	1	0	1	15.60	24.60	17.20	26.20
47	0	0	0.6	0.6	16.20	25.20	17.20	26.20
48	1	1	0.2	0.2	16.40	25.40	17.20	26.20
49	1	1	0.2	0.2	16.60	25.60	17.20	26.20
50	0	0	0.6	0.6	17.20	26.20	17.20	26.20
