ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	0	0.6	0.6	0.60	0.60	26.40	26.40
2	1	0	1	0	1.60	0.60	26.40	26.40
3	0	0	0.6	0.6	2.20	1.20	26.40	26.40
4	0	0	0.6	0.6	2.80	1.80	26.40	26.40
5	0	0	0.6	0.6	3.40	2.40	26.40	26.40
6	0	0	0.6	0.6	4.00	3.00	26.40	26.40
7	0	0	0.6	0.6	4.60	3.60	26.40	26.40
8	0	0	0.6	0.6	5.20	4.20	26.40	26.40
9	0	0	0.6	0.6	5.80	4.80	26.40	26.40
10	0	0	0.6	0.6	6.40	5.40	26.40	26.40
11	0	0	0.6	0.6	7.00	6.00	26.40	26.40
12	0	0	0.6	0.6	7.60	6.60	26.40	26.40
13	0	0	0.6	0.6	8.20	7.20	26.40	26.40
14	0	0	0.6	0.6	8.80	7.80	26.40	26.40
15	0	1	0	1	8.80	8.80	26.40	26.40
16	1	0	1	0	9.80	8.80	26.40	26.40
17	0	1	0	1	9.80	9.80	26.40	26.40
18	1	0	1	0	10.80	9.80	26.40	26.40
19	0	1	0	1	10.80	10.80	26.40	26.40
20	1	0	1	0	11.80	10.80	26.40	26.40
21	0	1	0	1	11.80	11.80	26.40	26.40
22	1	0	1	0	12.80	11.80	26.40	26.40
23	0	1	0	1	12.80	12.80	26.40	26.40
24	1	0	1	0	13.80	12.80	26.40	26.40
25	0	1	0	1	13.80	13.80	26.40	26.40
26	1	0	1	0	14.80	13.80	26.40	26.40
27	0	1	0	1	14.80	14.80	26.40	26.40
28	1	0	1	0	15.80	14.80	26.40	26.40
29	0	1	0	1	15.80	15.80	26.40	26.40
30	1	0	1	0	16.80	15.80	26.40	26.40
31	0	1	0	1	16.80	16.80	26.40	26.40
32	1	0	1	0	17.80	16.80	26.40	26.40
33	0	1	0	1	17.80	17.80	26.40	26.40
34	1	0	1	0	18.80	17.80	26.40	26.40
35	0	1	0	1	18.80	18.80	26.40	26.40
36	1	0	1	0	19.80	18.80	26.40	26.40
37	0	1	0	1	19.80	19.80	26.40	26.40
38	1	0	1	0	20.80	19.80	26.40	26.40
39	0	1	0	1	20.80	20.80	26.40	26.40
40	1	0	1	0	21.80	20.80	26.40	26.40
41	0	1	0	1	21.80	21.80	26.40	26.40
42	1	0	1	0	22.80	21.80	26.40	26.40
43	0	1	0	1	22.80	22.80	26.40	26.40
44	1	0	1	0	23.80	22.80	26.40	26.40
45	0	1	0	1	23.80	23.80	26.40	26.40
46	1	0	1	0	24.80	23.80	26.40	26.40
47	0	1	0	1	24.80	24.80	26.40	26.40
48	0	0	0.6	0.6	25.40	25.40	26.40	26.40
49	0	1	0	1	25.40	26.40	26.40	26.40
50	1	0	1	0	26.40	26.40	26.40	26.40
