ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	0	0.6	0.6	0.60	0.60	22.00	20.00
2	0	0	0.6	0.6	1.20	1.20	22.00	20.00
3	0	1	0	1	1.20	2.20	22.00	20.00
4	0	0	0.6	0.6	1.80	2.80	22.00	20.00
5	1	0	1	0	2.80	2.80	22.00	20.00
6	1	0	1	0	3.80	2.80	22.00	20.00
7	0	0	0.6	0.6	4.40	3.40	22.00	20.00
8	0	0	0.6	0.6	5.00	4.00	22.00	20.00
9	0	1	0	1	5.00	5.00	22.00	20.00
10	0	0	0.6	0.6	5.60	5.60	22.00	20.00
11	1	1	0.2	0.2	5.80	5.80	22.00	20.00
12	1	1	0.2	0.2	6.00	6.00	22.00	20.00
13	1	0	1	0	7.00	6.00	22.00	20.00
14	0	0	0.6	0.6	7.60	6.60	22.00	20.00
15	1	1	0.2	0.2	7.80	6.80	22.00	20.00
16	1	1	0.2	0.2	8.00	7.00	22.00	20.00
17	0	0	0.6	0.6	8.60	7.60	22.00	20.00
18	0	1	0	1	8.60	8.60	22.00	20.00
19	1	0	1	0	9.60	8.60	22.00	20.00
20	0	0	0.6	0.6	10.20	9.20	22.00	20.00
21	0	1	0	1	10.20	10.20	22.00	20.00
22	0	0	0.6	0.6	10.80	10.80	22.00	20.00
23	1	0	1	0	11.80	10.80	22.00	20.00
24	0	0	0.6	0.6	12.40	11.40	22.00	20.00
25	0	1	0	1	12.40	12.40	22.00	20.00
26	0	1	0	1	12.40	13.40	22.00	20.00
27	1	0	1	0	13.40	13.40	22.00	20.00
28	1	0	1	0	14.40	13.40	22.00	20.00
29	1	1	0.2	0.2	14.60	13.60	22.00	20.00
30	1	0	1	0	15.60	13.60	22.00	20.00
31	0	1	0	1	15.60	14.60	22.00	20.00
32	0	1	0	1	15.60	15.60	22.00	20.00
33	0	0	0.6	0.6	16.20	16.20	22.00	20.00
34	1	1	0.2	0.2	16.40	16.40	22.00	20.00
35	1	1	0.2	0.2	16.60	16.60	22.00	20.00
36	0	0	0.6	0.6	17.20	17.20	22.00	20.00
37	1	1	0.2	0.2	17.40	17.40	22.00	20.00
38	1	1	0.2	0.2	17.60	17.60	22.00	20.00
39	1	0	1	0	18.60	17.60	22.00	20.00
40	0	0	0.6	0.6	19.20	18.20	22.00	20.00
41	1	0	1	0	20.20	18.20	22.00	20.00
42	1	1	0.2	0.2	20.40	18.40	22.00	20.00
43	1	1	0.2	0.2	20.60	18.60	22.00	20.00
44	1	1	0.2	0.2	20.80	18.80	22.00	20.00
45	1	1	0.2	0.2	21.00	19.00	22.00	20.00
46	1	1	0.2	0.2	21.20	19.20	22.00	20.00
47	1	1	0.2	0.2	21.40	19.40	22.00	20.00
48	1	1	0.2	0.2	21.60	19.60	22.00	20.00
49	1	1	0.2	0.2	21.80	19.80	22.00	20.00
50	1	1	0.2	0.2	22.00	20.00	22.00	20.00
