ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	24.60	23.60
2	0	1	0	1	1.00	1.00	24.60	23.60
3	0	0	0.6	0.6	1.60	1.60	24.60	23.60
4	1	1	0.2	0.2	1.80	1.80	24.60	23.60
5	1	0	1	0	2.80	1.80	24.60	23.60
6	1	1	0.2	0.2	3.00	2.00	24.60	23.60
7	1	0	1	0	4.00	2.00	24.60	23.60
8	1	1	0.2	0.2	4.20	2.20	24.60	23.60
9	1	0	1	0	5.20	2.20	24.60	23.60
10	1	1	0.2	0.2	5.40	2.40	24.60	23.60
11	1	1	0.2	0.2	5.60	2.60	24.60	23.60
12	0	1	0	1	5.60	3.60	24.60	23.60
13	1	1	0.2	0.2	5.80	3.80	24.60	23.60
14	0	1	0	1	5.80	4.80	24.60	23.60
15	1	1	0.2	0.2	6.00	5.00	24.60	23.60
16	0	1	0	1	6.00	6.00	24.60	23.60
17	1	1	0.2	0.2	6.20	6.20	24.60	23.60
18	1	1	0.2	0.2	6.40	6.40	24.60	23.60
19	1	0	1	0	7.40	6.40	24.60	23.60
20	1	1	0.2	0.2	7.60	6.60	24.60	23.60
21	0	1	0	1	7.60	7.60	24.60	23.60
22	1	1	0.2	0.2	7.80	7.80	24.60	23.60
23	1	0	1	0	8.80	7.80	24.60	23.60
24	1	1	0.2	0.2	9.00	8.00	24.60	23.60
25	0	0	0.6	0.6	9.60	8.60	24.60	23.60
26	0	0	0.6	0.6	10.20	9.20	24.60	23.60
27	0	0	0.6	0.6	10.80	9.80	24.60	23.60
28	0	0	0.6	0.6	11.40	10.40	24.60	23.60
29	0	0	0.6	0.6	12.00	11.00	24.60	23.60
30	0	0	0.6	0.6	12.60	11.60	24.60	23.60
31	0	0	0.6	0.6	13.20	12.20	24.60	23.60
32	0	0	0.6	0.6	13.80	12.80	24.60	23.60
33	0	0	0.6	0.6	14.40	13.40	24.60	23.60
34	0	0	0.6	0.6	15.00	14.00	24.60	23.60
35	0	0	0.6	0.6	15.60	14.60	24.60	23.60
36	0	0	0.6	0.6	16.20	15.20	24.60	23.60
37	0	0	0.6	0.6	16.80	15.80	24.60	23.60
38	0	0	0.6	0.6	17.40	16.40	24.60	23.60
39	0	0	0.6	0.6	18.00	17.00	24.60	23.60
40	0	0	0.6	0.6	18.60	17.60	24.60	23.60
41	0	0	0.6	0.6	19.20	18.20	24.60	23.60
42	0	0	0.6	0.6	19.80	18.80	24.60	23.60
43	0	0	0.6	0.6	20.40	19.40	24.60	23.60
44	0	0	0.6	0.6	21.00	20.00	24.60	23.60
45	0	0	0.6	0.6	21.60	20.60	24.60	23.60
46	0	0	0.6	0.6	22.20	21.20	24.60	23.60
47	0	0	0.6	0.6	22.80	21.80	24.60	23.60
48	0	0	0.6	0.6	23.40	22.40	24.60	23.60
49	0	0	0.6	0.6	24.00	23.00	24.60	23.60
50	0	0	0.6	0.6	24.60	23.60	24.60	23.60
