ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	13.80	28.80
2	0	0	0.6	0.6	0.80	0.80	13.80	28.80
3	0	1	0	1	0.80	1.80	13.80	28.80
4	0	0	0.6	0.6	1.40	2.40	13.80	28.80
5	1	1	0.2	0.2	1.60	2.60	13.80	28.80
6	1	1	0.2	0.2	1.80	2.80	13.80	28.80
7	0	0	0.6	0.6	2.40	3.40	13.80	28.80
8	0	1	0	1	2.40	4.40	13.80	28.80
9	0	0	0.6	0.6	3.00	5.00	13.80	28.80
10	1	1	0.2	0.2	3.20	5.20	13.80	28.80
11	1	1	0.2	0.2	3.40	5.40	13.80	28.80
12	1	0	1	0	4.40	5.40	13.80	28.80
13	0	0	0.6	0.6	5.00	6.00	13.80	28.80
14	1	1	0.2	0.2	5.20	6.20	13.80	28.80
15	1	0	1	0	6.20	6.20	13.80	28.80
16	0	1	0	1	6.20	7.20	13.80	28.80
17	0	1	0	1	6.20	8.20	13.80	28.80
18	0	1	0	1	6.20	9.20	13.80	28.80
19	0	0	0.6	0.6	6.80	9.80	13.80	28.80
20	1	1	0.2	0.2	7.00	10.00	13.80	28.80
21	1	1	0.2	0.2	7.20	10.20	13.80	28.80
22	0	0	0.6	0.6	7.80	10.80	13.80	28.80
23	1	1	0.2	0.2	8.00	11.00	13.80	28.80
24	0	1	0	1	8.00	12.00	13.80	28.80
25	0	0	0.6	0.6	8.60	12.60	13.80	28.80
26	1	1	0.2	0.2	8.80	12.80	13.80	28.80
27	0	1	0	1	8.80	13.80	13.80	28.80
28	1	0	1	0	9.80	13.80	13.80	28.80
29	0	1	0	1	9.80	14.80	13.80	28.80
30	1	1	0.2	0.2	10.00	15.00	13.80	28.80
31	0	1	0	1	10.00	16.00	13.80	28.80
32	1	1	0.2	0.2	10.20	16.20	13.80	28.80
33	0	1	0	1	10.20	17.20	13.80	28.80
34	1	0	1	0	11.20	17.20	13.80	28.80
35	1	1	0.2	0.2	11.40	17.40	13.80	28.80
36	0	0	0.6	0.6	12.00	18.00	13.80	28.80
37	0	0	0.6	0.6	12.60	18.60	13.80	28.80
38	1	1	0.2	0.2	12.80	18.80	13.80	28.80
39	0	1	0	1	12.80	19.80	13.80	28.80
40	0	1	0	1	12.80	20.80	13.80	28.80
41	0	1	0	1	12.80	21.80	13.80	28.80
42	0	1	0	1	12.80	22.80	13.80	28.80
43	0	1	0	1	12.80	23.80	13.80	28.80
44	0	1	0	1	12.80	24.80	13.80	28.80
45	0	1	0	1	12.80	25.80	13.80	28.80
46	0	1	0	1	12.80	26.80	13.80	28.80
47	0	1	0	1	12.80	27.80	13.80	28.80
48	0	0	0.6	0.6	13.40	28.40	13.80	28.80
49	1	1	0.2	0.2	13.60	28.60	13.80	28.80
50	1	1	0.2	0.2	13.80	28.80	13.80	28.80
