ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	19.20	17.20
2	0	0	0.6	0.6	1.60	0.60	19.20	17.20
3	1	0	1	0	2.60	0.60	19.20	17.20
4	0	1	0	1	2.60	1.60	19.20	17.20
5	0	0	0.6	0.6	3.20	2.20	19.20	17.20
6	1	1	0.2	0.2	3.40	2.40	19.20	17.20
7	1	1	0.2	0.2	3.60	2.60	19.20	17.20
8	0	0	0.6	0.6	4.20	3.20	19.20	17.20
9	1	1	0.2	0.2	4.40	3.40	19.20	17.20
10	1	1	0.2	0.2	4.60	3.60	19.20	17.20
11	0	0	0.6	0.6	5.20	4.20	19.20	17.20
12	1	1	0.2	0.2	5.40	4.40	19.20	17.20
13	1	1	0.2	0.2	5.60	4.60	19.20	17.20
14	0	0	0.6	0.6	6.20	5.20	19.20	17.20
15	1	0	1	0	7.20	5.20	19.20	17.20
16	0	0	0.6	0.6	7.80	5.80	19.20	17.20
17	1	1	0.2	0.2	8.00	6.00	19.20	17.20
18	1	1	0.2	0.2	8.20	6.20	19.20	17.20
19	0	1	0	1	8.20	7.20	19.20	17.20
20	0	0	0.6	0.6	8.80	7.80	19.20	17.20
21	1	1	0.2	0.2	9.00	8.00	19.20	17.20
22	1	1	0.2	0.2	9.20	8.20	19.20	17.20
23	0	0	0.6	0.6	9.80	8.80	19.20	17.20
24	1	1	0.2	0.2	10.00	9.00	19.20	17.20
25	1	1	0.2	0.2	10.20	9.20	19.20	17.20
26	0	0	0.6	0.6	10.80	9.80	19.20	17.20
27	1	1	0.2	0.2	11.00	10.00	19.20	17.20
28	1	1	0.2	0.2	11.20	10.20	19.20	17.20
29	0	0	0.6	0.6	11.80	10.80	19.20	17.20
30	1	1	0.2	0.2	12.00	11.00	19.20	17.20
31	1	1	0.2	0.2	12.20	11.20	19.20	17.20
32	0	0	0.6	0.6	12.80	11.80	19.20	17.20
33	1	1	0.2	0.2	13.00	12.00	19.20	17.20
34	1	1	0.2	0.2	13.20	12.20	19.20	17.20
35	0	0	0.6	0.6	13.80	12.80	19.20	17.20
36	1	1	0.2	0.2	14.00	13.00	19.20	17.20
37	1	1	0.2	0.2	14.20	13.20	19.20	17.20
38	0	0	0.6	0.6	14.80	13.80	19.20	17.20
39	1	1	0.2	0.2	15.00	14.00	19.20	17.20
40	1	1	0.2	0.2	15.20	14.20	19.20	17.20
41	0	0	0.6	0.6	15.80	14.80	19.20	17.20
42	1	1	0.2	0.2	16.00	15.00	19.20	17.20
43	1	1	0.2	0.2	16.20	15.20	19.20	17.20
44	0	0	0.6	0.6	16.80	15.80	19.20	17.20
45	1	1	0.2	0.2	17.00	16.00	19.20	17.20
46	1	1	0.2	0.2	17.20	16.20	19.20	17.20
47	0	0	0.6	0.6	17.80	16.80	19.20	17.20
48	1	1	0.2	0.2	18.00	17.00	19.20	17.20
49	1	1	0.2	0.2	18.20	17.20	19.20	17.20
50	1	0	1	0	19.20	17.20	19.20	17.20
