ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	29.40	26.40
2	0	0	0.6	0.6	1.60	0.60	29.40	26.40
3	0	1	0	1	1.60	1.60	29.40	26.40
4	1	0	1	0	2.60	1.60	29.40	26.40
5	1	0	1	0	3.60	1.60	29.40	26.40
6	1	1	0.2	0.2	3.80	1.80	29.40	26.40
7	1	1	0.2	0.2	4.00	2.00	29.40	26.40
8	0	0	0.6	0.6	4.60	2.60	29.40	26.40
9	0	0	0.6	0.6	5.20	3.20	29.40	26.40
10	1	0	1	0	6.20	3.20	29.40	26.40
11	1	1	0.2	0.2	6.40	3.40	29.40	26.40
12	1	1	0.2	0.2	6.60	3.60	29.40	26.40
13	0	0	0.6	0.6	7.20	4.20	29.40	26.40
14	0	0	0.6	0.6	7.80	4.80	29.40	26.40
15	0	0	0.6	0.6	8.40	5.40	29.40	26.40
16	0	0	0.6	0.6	9.00	6.00	29.40	26.40
17	0	0	0.6	0.6	9.60	6.60	29.40	26.40
18	0	0	0.6	0.6	10.20	7.20	29.40	26.40
19	0	0	0.6	0.6	10.80	7.80	29.40	26.40
20	0	0	0.6	0.6	11.40	8.40	29.40	26.40
21	0	0	0.6	0.6	12.00	9.00	29.40	26.40
22	0	0	0.6	0.6	12.60	9.60	29.40	26.40
23	0	0	0.6	0.6	13.20	10.20	29.40	26.40
24	0	0	0.6	0.6	13.80	10.80	29.40	26.40
25	0	0	0.6	0.6	14.40	11.40	29.40	26.40
26	0	0	0.6	0.6	15.00	12.00	29.40	26.40
27	0	0	0.6	0.6	15.60	12.60	29.40	26.40
28	0	0	0.6	0.6	16.20	13.20	29.40	26.40
29	0	0	0.6	0.6	16.80	13.80	29.40	26.40
30	0	0	0.6	0.6	17.40	14.40	29.40	26.40
31	0	0	0.6	0.6	18.00	15.00	29.40	26.40
32	0	0	0.6	0.6	18.60	15.60	29.40	26.40
33	0	0	0.6	0.6	19.20	16.20	29.40	26.40
34	0	0	0.6	0.6	19.80	16.80	29.40	26.40
35	0	0	0.6	0.6	20.40	17.40	29.40	26.40
36	0	0	0.6	0.6	21.00	18.00	29.40	26.40
37	0	0	0.6	0.6	21.60	18.60	29.40	26.40
38	0	0	0.6	0.6	22.20	19.20	29.40	26.40
39	0	0	0.6	0.6	22.80	19.80	29.40	26.40
40	0	0	0.6	0.6	23.40	20.40	29.40	26.40
41	0	0	0.6	0.6	24.00	21.00	29.40	26.40
42	0	0	0.6	0.6	24.60	21.60	29.40	26.40
43	0	0	0.6	0.6	25.20	22.20	29.40	26.40
44	0	0	0.6	0.6	25.80	22.80	29.40	26.40
45	0	0	0.6	0.6	26.40	23.40	29.40	26.40
46	0	0	0.6	0.6	27.00	24.00	29.40	26.40
47	0	0	0.6	0.6	27.60	24.60	29.40	26.40
48	0	0	0.6	0.6	28.20	25.20	29.40	26.40
49	0	0	0.6	0.6	28.80	25.80	29.40	26.40
50	0	0	0.6	0.6	29.40	26.40	29.40	26.40
