ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	26.00	28.00
2	1	0	1	0	1.00	1.00	26.00	28.00
3	0	1	0	1	1.00	2.00	26.00	28.00
4	1	0	1	0	2.00	2.00	26.00	28.00
5	0	1	0	1	2.00	3.00	26.00	28.00
6	1	0	1	0	3.00	3.00	26.00	28.00
7	0	1	0	1	3.00	4.00	26.00	28.00
8	0	0	0.6	0.6	3.60	4.60	26.00	28.00
9	1	0	1	0	4.60	4.60	26.00	28.00
10	0	1	0	1	4.60	5.60	26.00	28.00
11	0	0	0.6	0.6	5.20	6.20	26.00	28.00
12	0	0	0.6	0.6	5.80	6.80	26.00	28.00
13	0	0	0.6	0.6	6.40	7.40	26.00	28.00
14	0	0	0.6	0.6	7.00	8.00	26.00	28.00
15	0	0	0.6	0.6	7.60	8.60	26.00	28.00
16	0	1	0	1	7.60	9.60	26.00	28.00
17	0	0	0.6	0.6	8.20	10.20	26.00	28.00
18	0	1	0	1	8.20	11.20	26.00	28.00
19	1	0	1	0	9.20	11.20	26.00	28.00
20	0	1	0	1	9.20	12.20	26.00	28.00
21	1	0	1	0	10.20	12.20	26.00	28.00
22	0	1	0	1	10.20	13.20	26.00	28.00
23	1	0	1	0	11.20	13.20	26.00	28.00
24	0	1	0	1	11.20	14.20	26.00	28.00
25	1	0	1	0	12.20	14.20	26.00	28.00
26	0	0	0.6	0.6	12.80	14.80	26.00	28.00
27	0	1	0	1	12.80	15.80	26.00	28.00
28	1	0	1	0	13.80	15.80	26.00	28.00
29	0	0	0.6	0.6	14.40	16.40	26.00	28.00
30	0	0	0.6	0.6	15.00	17.00	26.00	28.00
31	0	0	0.6	0.6	15.60	17.60	26.00	28.00
32	0	0	0.6	0.6	16.20	18.20	26.00	28.00
33	0	0	0.6	0.6	16.80	18.80	26.00	28.00
34	0	0	0.6	0.6	17.40	19.40	26.00	28.00
35	0	0	0.6	0.6	18.00	20.00	26.00	28.00
36	0	0	0.6	0.6	18.60	20.60	26.00	28.00
37	0	0	0.6	0.6	19.20	21.20	26.00	28.00
38	0	0	0.6	0.6	19.80	21.80	26.00	28.00
39	0	0	0.6	0.6	20.40	22.40	26.00	28.00
40	0	0	0.6	0.6	21.00	23.00	26.00	28.00
41	0	1	0	1	21.00	24.00	26.00	28.00
42	1	0	1	0	22.00	24.00	26.00	28.00
43	0	1	0	1	22.00	25.00	26.00	28.00
44	1	0	1	0	23.00	25.00	26.00	28.00
45	0	1	0	1	23.00	26.00	26.00	28.00
46	1	0	1	0	24.00	26.00	26.00	28.00
47	0	1	0	1	24.00	27.00	26.00	28.00
48	1	0	1	0	25.00	27.00	26.00	28.00
49	0	1	0	1	25.00	28.00	26.00	28.00
50	1	0	1	0	26.00	28.00	26.00	28.00
