ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	22.40	21.40
2	0	0	0.6	0.6	1.60	0.60	22.40	21.40
3	0	0	0.6	0.6	2.20	1.20	22.40	21.40
4	1	1	0.2	0.2	2.40	1.40	22.40	21.40
5	1	0	1	0	3.40	1.40	22.40	21.40
6	1	1	0.2	0.2	3.60	1.60	22.40	21.40
7	1	0	1	0	4.60	1.60	22.40	21.40
8	1	1	0.2	0.2	4.80	1.80	22.40	21.40
9	0	1	0	1	4.80	2.80	22.40	21.40
10	1	1	0.2	0.2	5.00	3.00	22.40	21.40
11	0	1	0	1	5.00	4.00	22.40	21.40
12	1	1	0.2	0.2	5.20	4.20	22.40	21.40
13	0	1	0	1	5.20	5.20	22.40	21.40
14	1	1	0.2	0.2	5.40	5.40	22.40	21.40
15	1	0	1	0	6.40	5.40	22.40	21.40
16	1	1	0.2	0.2	6.60	5.60	22.40	21.40
17	1	1	0.2	0.2	6.80	5.80	22.40	21.40
18	0	1	0	1	6.80	6.80	22.40	21.40
19	1	0	1	0	7.80	6.80	22.40	21.40
20	0	1	0	1	7.80	7.80	22.40	21.40
21	1	0	1	0	8.80	7.80	22.40	21.40
22	1	1	0.2	0.2	9.00	8.00	22.40	21.40
23	1	1	0.2	0.2	9.20	8.20	22.40	21.40
24	0	1	0	1	9.20	9.20	22.40	21.40
25	1	1	0.2	0.2	9.40	9.40	22.40	21.40
26	1	0	1	0	10.40	9.40	22.40	21.40
27	0	1	0	1	10.40	10.40	22.40	21.40
28	1	0	1	0	11.40	10.40	22.40	21.40
29	0	1	0	1	11.40	11.40	22.40	21.40
30	1	0	1	0	12.40	11.40	22.40	21.40
31	0	1	0	1	12.40	12.40	22.40	21.40
32	1	0	1	0	13.40	12.40	22.40	21.40
33	0	1	0	1	13.40	13.40	22.40	21.40
34	1	0	1	0	14.40	13.40	22.40	21.40
35	0	1	0	1	14.40	14.40	22.40	21.40
36	1	0	1	0	15.40	14.40	22.40	21.40
37	0	1	0	1	15.40	15.40	22.40	21.40
38	1	0	1	0	16.40	15.40	22.40	21.40
39	0	1	0	1	16.40	16.40	22.40	21.40
40	1	0	1	0	17.40	16.40	22.40	21.40
41	0	1	0	1	17.40	17.40	22.40	21.40
42	1	0	1	0	18.40	17.40	22.40	21.40
43	0	1	0	1	18.40	18.40	22.40	21.40
44	1	0	1	0	19.40	18.40	22.40	21.40
45	0	1	0	1	19.40	19.40	22.40	21.40
46	1	0	1	0	20.40	19.40	22.40	21.40
47	0	1	0	1	20.40	20.40	22.40	21.40
48	1	0	1	0	21.40	20.40	22.40	21.40
49	0	1	0	1	21.40	21.40	22.40	21.40
50	1	0	1	0	22.40	21.40	22.40	21.40
