ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	0	0.6	0.6	0.60	0.60	23.80	15.80
2	0	0	0.6	0.6	1.20	1.20	23.80	15.80
3	1	0	1	0	2.20	1.20	23.80	15.80
4	0	0	0.6	0.6	2.80	1.80	23.80	15.80
5	1	1	0.2	0.2	3.00	2.00	23.80	15.80
6	1	1	0.2	0.2	3.20	2.20	23.80	15.80
7	0	1	0	1	3.20	3.20	23.80	15.80
8	0	0	0.6	0.6	3.80	3.80	23.80	15.80
9	1	1	0.2	0.2	4.00	4.00	23.80	15.80
10	1	1	0.2	0.2	4.20	4.20	23.80	15.80
11	0	0	0.6	0.6	4.80	4.80	23.80	15.80
12	1	1	0.2	0.2	5.00	5.00	23.80	15.80
13	1	1	0.2	0.2	5.20	5.20	23.80	15.80
14	0	0	0.6	0.6	5.80	5.80	23.80	15.80
15	1	1	0.2	0.2	6.00	6.00	23.80	15.80
16	1	1	0.2	0.2	6.20	6.20	23.80	15.80
17	0	0	0.6	0.6	6.80	6.80	23.80	15.80
18	1	1	0.2	0.2	7.00	7.00	23.80	15.80
19	1	1	0.2	0.2	7.20	7.20	23.80	15.80
20	0	0	0.6	0.6	7.80	7.80	23.80	15.80
21	0	1	0	1	7.80	8.80	23.80	15.80
22	1	0	1	0	8.80	8.80	23.80	15.80
23	1	1	0.2	0.2	9.00	9.00	23.80	15.80
24	0	0	0.6	0.6	9.60	9.60	23.80	15.80
25	1	1	0.2	0.2	9.80	9.80	23.80	15.80
26	1	0	1	0	10.80	9.80	23.80	15.80
27	0	1	0	1	10.80	10.80	23.80	15.80
28	0	0	0.6	0.6	11.40	11.40	23.80	15.80
29	1	1	0.2	0.2	11.60	11.60	23.80	15.80
30	1	1	0.2	0.2	11.80	11.80	23.80	15.80
31	0	0	0.6	0.6	12.40	12.40	23.80	15.80
32	1	1	0.2	0.2	12.60	12.60	23.80	15.80
33	1	1	0.2	0.2	12.80	12.80	23.80	15.80
34	0	0	0.6	0.6	13.40	13.40	23.80	15.80
35	1	1	0.2	0.2	13.60	13.60	23.80	15.80
36	1	1	0.2	0.2	13.80	13.80	23.80	15.80
37	0	0	0.6	0.6	14.40	14.40	23.80	15.80
38	1	1	0.2	0.2	14.60	14.60	23.80	15.80
39	1	1	0.2	0.2	14.80	14.80	23.80	15.80
40	0	0	0.6	0.6	15.40	15.40	23.80	15.80
41	1	1	0.2	0.2	15.60	15.60	23.80	15.80
42	1	1	0.2	0.2	15.80	15.80	23.80	15.80
43	1	0	1	0	16.80	15.80	23.80	15.80
44	1	0	1	0	17.80	15.80	23.80	15.80
45	1	0	1	0	18.80	15.80	23.80	15.80
46	1	0	1	0	19.80	15.80	23.80	15.80
47	1	0	1	0	20.80	15.80	23.80	15.80
48	1	0	1	0	21.80	15.80	23.80	15.80
49	1	0	1	0	22.80	15.80	23.80	15.80
50	1	0	1	0	23.80	15.80	23.80	15.80
