ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	28.60	29.60
2	0	1	0	1	0.20	1.20	28.60	29.60
3	1	1	0.2	0.2	0.40	1.40	28.60	29.60
4	0	0	0.6	0.6	1.00	2.00	28.60	29.60
5	0	0	0.6	0.6	1.60	2.60	28.60	29.60
6	0	0	0.6	0.6	2.20	3.20	28.60	29.60
7	0	0	0.6	0.6	2.80	3.80	28.60	29.60
8	0	0	0.6	0.6	3.40	4.40	28.60	29.60
9	0	0	0.6	0.6	4.00	5.00	28.60	29.60
10	0	0	0.6	0.6	4.60	5.60	28.60	29.60
11	0	0	0.6	0.6	5.20	6.20	28.60	29.60
12	0	0	0.6	0.6	5.80	6.80	28.60	29.60
13	0	0	0.6	0.6	6.40	7.40	28.60	29.60
14	0	0	0.6	0.6	7.00	8.00	28.60	29.60
15	0	0	0.6	0.6	7.60	8.60	28.60	29.60
16	0	0	0.6	0.6	8.20	9.20	28.60	29.60
17	0	0	0.6	0.6	8.80	9.80	28.60	29.60
18	0	0	0.6	0.6	9.40	10.40	28.60	29.60
19	0	0	0.6	0.6	10.00	11.00	28.60	29.60
20	0	0	0.6	0.6	10.60	11.60	28.60	29.60
21	0	0	0.6	0.6	11.20	12.20	28.60	29.60
22	0	0	0.6	0.6	11.80	12.80	28.60	29.60
23	0	0	0.6	0.6	12.40	13.40	28.60	29.60
24	0	0	0.6	0.6	13.00	14.00	28.60	29.60
25	0	0	0.6	0.6	13.60	14.60	28.60	29.60
26	0	0	0.6	0.6	14.20	15.20	28.60	29.60
27	0	0	0.6	0.6	14.80	15.80	28.60	29.60
28	0	0	0.6	0.6	15.40	16.40	28.60	29.60
29	0	0	0.6	0.6	16.00	17.00	28.60	29.60
30	0	0	0.6	0.6	16.60	17.60	28.60	29.60
31	0	0	0.6	0.6	17.20	18.20	28.60	29.60
32	0	0	0.6	0.6	17.80	18.80	28.60	29.60
33	0	0	0.6	0.6	18.40	19.40	28.60	29.60
34	0	0	0.6	0.6	19.00	20.00	28.60	29.60
35	0	0	0.6	0.6	19.60	20.60	28.60	29.60
36	0	0	0.6	0.6	20.20	21.20	28.60	29.60
37	0	0	0.6	0.6	20.80	21.80	28.60	29.60
38	0	0	0.6	0.6	21.40	22.40	28.60	29.60
39	0	0	0.6	0.6	22.00	23.00	28.60	29.60
40	0	0	0.6	0.6	22.60	23.60	28.60	29.60
41	0	0	0.6	0.6	23.20	24.20	28.60	29.60
42	0	0	0.6	0.6	23.80	24.80	28.60	29.60
43	0	0	0.6	0.6	24.40	25.40	28.60	29.60
44	0	0	0.6	0.6	25.00	26.00	28.60	29.60
45	0	0	0.6	0.6	25.60	26.60	28.60	29.60
46	0	0	0.6	0.6	26.20	27.20	28.60	29.60
47	0	0	0.6	0.6	26.80	27.80	28.60	29.60
48	0	0	0.6	0.6	27.40	28.40	28.60	29.60
49	0	0	0.6	0.6	28.00	29.00	28.60	29.60
50	0	0	0.6	0.6	28.60	29.60	28.60	29.60
