ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	0	0.6	0.6	0.60	0.60	19.80	18.80
2	0	0	0.6	0.6	1.20	1.20	19.80	18.80
3	1	0	1	0	2.20	1.20	19.80	18.80
4	0	0	0.6	0.6	2.80	1.80	19.80	18.80
5	0	1	0	1	2.80	2.80	19.80	18.80
6	0	1	0	1	2.80	3.80	19.80	18.80
7	0	0	0.6	0.6	3.40	4.40	19.80	18.80
8	0	1	0	1	3.40	5.40	19.80	18.80
9	1	0	1	0	4.40	5.40	19.80	18.80
10	0	0	0.6	0.6	5.00	6.00	19.80	18.80
11	1	1	0.2	0.2	5.20	6.20	19.80	18.80
12	1	1	0.2	0.2	5.40	6.40	19.80	18.80
13	0	0	0.6	0.6	6.00	7.00	19.80	18.80
14	1	1	0.2	0.2	6.20	7.20	19.80	18.80
15	1	1	0.2	0.2	6.40	7.40	19.80	18.80
16	0	0	0.6	0.6	7.00	8.00	19.80	18.80
17	1	0	1	0	8.00	8.00	19.80	18.80
18	0	0	0.6	0.6	8.60	8.60	19.80	18.80
19	1	1	0.2	0.2	8.80	8.80	19.80	18.80
20	1	1	0.2	0.2	9.00	9.00	19.80	18.80
21	0	0	0.6	0.6	9.60	9.60	19.80	18.80
22	1	1	0.2	0.2	9.80	9.80	19.80	18.80
23	1	1	0.2	0.2	10.00	10.00	19.80	18.80
24	0	0	0.6	0.6	10.60	10.60	19.80	18.80
25	1	1	0.2	0.2	10.80	10.80	19.80	18.80
26	1	1	0.2	0.2	11.00	11.00	19.80	18.80
27	0	0	0.6	0.6	11.60	11.60	19.80	18.80
28	1	1	0.2	0.2	11.80	11.80	19.80	18.80
29	1	1	0.2	0.2	12.00	12.00	19.80	18.80
30	0	0	0.6	0.6	12.60	12.60	19.80	18.80
31	1	1	0.2	0.2	12.80	12.80	19.80	18.80
32	1	1	0.2	0.2	13.00	13.00	19.80	18.80
33	0	0	0.6	0.6	13.60	13.60	19.80	18.80
34	1	1	0.2	0.2	13.80	13.80	19.80	18.80
35	1	1	0.2	0.2	14.00	14.00	19.80	18.80
36	0	0	0.6	0.6	14.60	14.60	19.80	18.80
37	1	1	0.2	0.2	14.80	14.80	19.80	18.80
38	1	1	0.2	0.2	15.00	15.00	19.80	18.80
39	0	0	0.6	0.6	15.60	15.60	19.80	18.80
40	1	1	0.2	0.2	15.80	15.80	19.80	18.80
41	1	1	0.2	0.2	16.00	16.00	19.80	18.80
42	0	0	0.6	0.6	16.60	16.60	19.80	18.80
43	1	1	0.2	0.2	16.80	16.80	19.80	18.80
44	1	1	0.2	0.2	17.00	17.00	19.80	18.80
45	1	0	1	0	18.00	17.00	19.80	18.80
46	0	0	0.6	0.6	18.60	17.60	19.80	18.80
47	1	1	0.2	0.2	18.80	17.80	19.80	18.80
48	1	1	0.2	0.2	19.00	18.00	19.80	18.80
49	0	0	0.6	0.6	19.60	18.60	19.80	18.80
50	1	1	0.2	0.2	19.80	18.80	19.80	18.80
