ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	24.00	21.00
2	1	0	1	0	1.20	0.20	24.00	21.00
3	0	1	0	1	1.20	1.20	24.00	21.00
4	0	0	0.6	0.6	1.80	1.80	24.00	21.00
5	1	1	0.2	0.2	2.00	2.00	24.00	21.00
6	1	0	1	0	3.00	2.00	24.00	21.00
7	1	1	0.2	0.2	3.20	2.20	24.00	21.00
8	1	0	1	0	4.20	2.20	24.00	21.00
9	1	1	0.2	0.2	4.40	2.40	24.00	21.00
10	1	0	1	0	5.40	2.40	24.00	21.00
11	1	1	0.2	0.2	5.60	2.60	24.00	21.00
12	1	0	1	0	6.60	2.60	24.00	21.00
13	1	1	0.2	0.2	6.80	2.80	24.00	21.00
14	1	1	0.2	0.2	7.00	3.00	24.00	21.00
15	0	1	0	1	7.00	4.00	24.00	21.00
16	0	0	0.6	0.6	7.60	4.60	24.00	21.00
17	0	1	0	1	7.60	5.60	24.00	21.00
18	1	0	1	0	8.60	5.60	24.00	21.00
19	0	1	0	1	8.60	6.60	24.00	21.00
20	1	0	1	0	9.60	6.60	24.00	21.00
21	0	1	0	1	9.60	7.60	24.00	21.00
22	1	0	1	0	10.60	7.60	24.00	21.00
23	0	1	0	1	10.60	8.60	24.00	21.00
24	1	0	1	0	11.60	8.60	24.00	21.00
25	0	1	0	1	11.60	9.60	24.00	21.00
26	1	0	1	0	12.60	9.60	24.00	21.00
27	1	1	0.2	0.2	12.80	9.80	24.00	21.00
28	1	1	0.2	0.2	13.00	10.00	24.00	21.00
29	0	1	0	1	13.00	11.00	24.00	21.00
30	1	0	1	0	14.00	11.00	24.00	21.00
31	0	1	0	1	14.00	12.00	24.00	21.00
32	1	0	1	0	15.00	12.00	24.00	21.00
33	0	1	0	1	15.00	13.00	24.00	21.00
34	1	0	1	0	16.00	13.00	24.00	21.00
35	0	1	0	1	16.00	14.00	24.00	21.00
36	1	0	1	0	17.00	14.00	24.00	21.00
37	0	1	0	1	17.00	15.00	24.00	21.00
38	1	0	1	0	18.00	15.00	24.00	21.00
39	0	1	0	1	18.00	16.00	24.00	21.00
40	1	0	1	0	19.00	16.00	24.00	21.00
41	0	1	0	1	19.00	17.00	24.00	21.00
42	1	0	1	0	20.00	17.00	24.00	21.00
43	0	1	0	1	20.00	18.00	24.00	21.00
44	1	0	1	0	21.00	18.00	24.00	21.00
45	0	1	0	1	21.00	19.00	24.00	21.00
46	1	0	1	0	22.00	19.00	24.00	21.00
47	0	1	0	1	22.00	20.00	24.00	21.00
48	1	0	1	0	23.00	20.00	24.00	21.00
49	0	1	0	1	23.00	21.00	24.00	21.00
50	1	0	1	0	24.00	21.00	24.00	21.00
