ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	26.80	23.80
2	1	0	1	0	1.00	1.00	26.80	23.80
3	1	1	0.2	0.2	1.20	1.20	26.80	23.80
4	1	1	0.2	0.2	1.40	1.40	26.80	23.80
5	1	0	1	0	2.40	1.40	26.80	23.80
6	1	1	0.2	0.2	2.60	1.60	26.80	23.80
7	0	1	0	1	2.60	2.60	26.80	23.80
8	1	1	0.2	0.2	2.80	2.80	26.80	23.80
9	1	1	0.2	0.2	3.00	3.00	26.80	23.80
10	1	0	1	0	4.00	3.00	26.80	23.80
11	1	1	0.2	0.2	4.20	3.20	26.80	23.80
12	1	0	1	0	5.20	3.20	26.80	23.80
13	1	1	0.2	0.2	5.40	3.40	26.80	23.80
14	1	1	0.2	0.2	5.60	3.60	26.80	23.80
15	1	1	0.2	0.2	5.80	3.80	26.80	23.80
16	1	0	1	0	6.80	3.80	26.80	23.80
17	1	1	0.2	0.2	7.00	4.00	26.80	23.80
18	0	0	0.6	0.6	7.60	4.60	26.80	23.80
19	0	0	0.6	0.6	8.20	5.20	26.80	23.80
20	0	0	0.6	0.6	8.80	5.80	26.80	23.80
21	0	0	0.6	0.6	9.40	6.40	26.80	23.80
22	0	0	0.6	0.6	10.00	7.00	26.80	23.80
23	0	0	0.6	0.6	10.60	7.60	26.80	23.80
24	0	0	0.6	0.6	11.20	8.20	26.80	23.80
25	0	0	0.6	0.6	11.80	8.80	26.80	23.80
26	0	0	0.6	0.6	12.40	9.40	26.80	23.80
27	0	0	0.6	0.6	13.00	10.00	26.80	23.80
28	0	0	0.6	0.6	13.60	10.60	26.80	23.80
29	0	0	0.6	0.6	14.20	11.20	26.80	23.80
30	0	0	0.6	0.6	14.80	11.80	26.80	23.80
31	0	0	0.6	0.6	15.40	12.40	26.80	23.80
32	0	0	0.6	0.6	16.00	13.00	26.80	23.80
33	0	0	0.6	0.6	16.60	13.60	26.80	23.80
34	0	0	0.6	0.6	17.20	14.20	26.80	23.80
35	0	0	0.6	0.6	17.80	14.80	26.80	23.80
36	0	0	0.6	0.6	18.40	15.40	26.80	23.80
37	0	0	0.6	0.6	19.00	16.00	26.80	23.80
38	0	0	0.6	0.6	19.60	16.60	26.80	23.80
39	0	0	0.6	0.6	20.20	17.20	26.80	23.80
40	0	0	0.6	0.6	20.80	17.80	26.80	23.80
41	0	0	0.6	0.6	21.40	18.40	26.80	23.80
42	0	0	0.6	0.6	22.00	19.00	26.80	23.80
43	0	0	0.6	0.6	22.60	19.60	26.80	23.80
44	0	0	0.6	0.6	23.20	20.20	26.80	23.80
45	0	0	0.6	0.6	23.80	20.80	26.80	23.80
46	0	0	0.6	0.6	24.40	21.40	26.80	23.80
47	0	0	0.6	0.6	25.00	22.00	26.80	23.80
48	0	0	0.6	0.6	25.60	22.60	26.80	23.80
49	0	0	0.6	0.6	26.20	23.20	26.80	23.80
50	0	0	0.6	0.6	26.80	23.80	26.80	23.80
