ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	26.80	24.80
2	0	0	0.6	0.6	1.60	0.60	26.80	24.80
3	0	0	0.6	0.6	2.20	1.20	26.80	24.80
4	0	0	0.6	0.6	2.80	1.80	26.80	24.80
5	0	0	0.6	0.6	3.40	2.40	26.80	24.80
6	0	0	0.6	0.6	4.00	3.00	26.80	24.80
7	0	0	0.6	0.6	4.60	3.60	26.80	24.80
8	0	0	0.6	0.6	5.20	4.20	26.80	24.80
9	0	0	0.6	0.6	5.80	4.80	26.80	24.80
10	1	0	1	0	6.80	4.80	26.80	24.80
11	0	1	0	1	6.80	5.80	26.80	24.80
12	1	0	1	0	7.80	5.80	26.80	24.80
13	0	1	0	1	7.80	6.80	26.80	24.80
14	1	0	1	0	8.80	6.80	26.80	24.80
15	0	1	0	1	8.80	7.80	26.80	24.80
16	1	0	1	0	9.80	7.80	26.80	24.80
17	0	1	0	1	9.80	8.80	26.80	24.80
18	1	0	1	0	10.80	8.80	26.80	24.80
19	0	1	0	1	10.80	9.80	26.80	24.80
20	1	0	1	0	11.80	9.80	26.80	24.80
21	0	1	0	1	11.80	10.80	26.80	24.80
22	1	0	1	0	12.80	10.80	26.80	24.80
23	0	1	0	1	12.80	11.80	26.80	24.80
24	1	0	1	0	13.80	11.80	26.80	24.80
25	0	1	0	1	13.80	12.80	26.80	24.80
26	1	0	1	0	14.80	12.80	26.80	24.80
27	0	1	0	1	14.80	13.80	26.80	24.80
28	1	0	1	0	15.80	13.80	26.80	24.80
29	0	1	0	1	15.80	14.80	26.80	24.80
30	1	0	1	0	16.80	14.80	26.80	24.80
31	0	1	0	1	16.80	15.80	26.80	24.80
32	1	0	1	0	17.80	15.80	26.80	24.80
33	0	1	0	1	17.80	16.80	26.80	24.80
34	1	0	1	0	18.80	16.80	26.80	24.80
35	0	1	0	1	18.80	17.80	26.80	24.80
36	1	0	1	0	19.80	17.80	26.80	24.80
37	0	1	0	1	19.80	18.80	26.80	24.80
38	1	0	1	0	20.80	18.80	26.80	24.80
39	0	1	0	1	20.80	19.80	26.80	24.80
40	1	0	1	0	21.80	19.80	26.80	24.80
41	0	1	0	1	21.80	20.80	26.80	24.80
42	1	0	1	0	22.80	20.80	26.80	24.80
43	0	1	0	1	22.80	21.80	26.80	24.80
44	1	0	1	0	23.80	21.80	26.80	24.80
45	0	1	0	1	23.80	22.80	26.80	24.80
46	1	0	1	0	24.80	22.80	26.80	24.80
47	0	1	0	1	24.80	23.80	26.80	24.80
48	1	0	1	0	25.80	23.80	26.80	24.80
49	0	1	0	1	25.80	24.80	26.80	24.80
50	1	0	1	0	26.80	24.80	26.80	24.80
