ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	0	0.6	0.6	0.60	0.60	29.20	29.20
2	0	0	0.6	0.6	1.20	1.20	29.20	29.20
3	1	1	0.2	0.2	1.40	1.40	29.20	29.20
4	1	1	0.2	0.2	1.60	1.60	29.20	29.20
5	0	0	0.6	0.6	2.20	2.20	29.20	29.20
6	0	0	0.6	0.6	2.80	2.80	29.20	29.20
7	0	0	0.6	0.6	3.40	3.40	29.20	29.20
8	0	0	0.6	0.6	4.00	4.00	29.20	29.20
9	0	0	0.6	0.6	4.60	4.60	29.20	29.20
10	0	0	0.6	0.6	5.20	5.20	29.20	29.20
11	0	0	0.6	0.6	5.80	5.80	29.20	29.20
12	0	0	0.6	0.6	6.40	6.40	29.20	29.20
13	0	0	0.6	0.6	7.00	7.00	29.20	29.20
14	0	0	0.6	0.6	7.60	7.60	29.20	29.20
15	0	0	0.6	0.6	8.20	8.20	29.20	29.20
16	0	0	0.6	0.6	8.80	8.80	29.20	29.20
17	0	0	0.6	0.6	9.40	9.40	29.20	29.20
18	0	0	0.6	0.6	10.00	10.00	29.20	29.20
19	0	0	0.6	0.6	10.60	10.60	29.20	29.20
20	0	0	0.6	0.6	11.20	11.20	29.20	29.20
21	0	0	0.6	0.6	11.80	11.80	29.20	29.20
22	0	0	0.6	0.6	12.40	12.40	29.20	29.20
23	0	0	0.6	0.6	13.00	13.00	29.20	29.20
24	0	0	0.6	0.6	13.60	13.60	29.20	29.20
25	0	0	0.6	0.6	14.20	14.20	29.20	29.20
26	0	0	0.6	0.6	14.80	14.80	29.20	29.20
27	0	0	0.6	0.6	15.40	15.40	29.20	29.20
28	0	0	0.6	0.6	16.00	16.00	29.20	29.20
29	0	0	0.6	0.6	16.60	16.60	29.20	29.20
30	0	0	0.6	0.6	17.20	17.20	29.20	29.20
31	0	0	0.6	0.6	17.80	17.80	29.20	29.20
32	0	0	0.6	0.6	18.40	18.40	29.20	29.20
33	0	0	0.6	0.6	19.00	19.00	29.20	29.20
34	0	0	0.6	0.6	19.60	19.60	29.20	29.20
35	0	0	0.6	0.6	20.20	20.20	29.20	29.20
36	0	0	0.6	0.6	20.80	20.80	29.20	29.20
37	0	0	0.6	0.6	21.40	21.40	29.20	29.20
38	0	0	0.6	0.6	22.00	22.00	29.20	29.20
39	0	0	0.6	0.6	22.60	22.60	29.20	29.20
40	0	0	0.6	0.6	23.20	23.20	29.20	29.20
41	0	0	0.6	0.6	23.80	23.80	29.20	29.20
42	0	0	0.6	0.6	24.40	24.40	29.20	29.20
43	0	0	0.6	0.6	25.00	25.00	29.20	29.20
44	0	0	0.6	0.6	25.60	25.60	29.20	29.20
45	0	0	0.6	0.6	26.20	26.20	29.20	29.20
46	0	0	0.6	0.6	26.80	26.80	29.20	29.20
47	0	0	0.6	0.6	27.40	27.40	29.20	29.20
48	0	0	0.6	0.6	28.00	28.00	29.20	29.20
49	0	0	0.6	0.6	28.60	28.60	29.20	29.20
50	0	0	0.6	0.6	29.20	29.20	29.20	29.20
