ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	25.20	24.20
2	0	0	0.6	0.6	0.80	0.80	25.20	24.20
3	0	0	0.6	0.6	1.40	1.40	25.20	24.20
4	1	1	0.2	0.2	1.60	1.60	25.20	24.20
5	1	1	0.2	0.2	1.80	1.80	25.20	24.20
6	0	1	0	1	1.80	2.80	25.20	24.20
7	1	1	0.2	0.2	2.00	3.00	25.20	24.20
8	1	0	1	0	3.00	3.00	25.20	24.20
9	0	1	0	1	3.00	4.00	25.20	24.20
10	1	0	1	0	4.00	4.00	25.20	24.20
11	0	1	0	1	4.00	5.00	25.20	24.20
12	1	0	1	0	5.00	5.00	25.20	24.20
13	0	1	0	1	5.00	6.00	25.20	24.20
14	1	0	1	0	6.00	6.00	25.20	24.20
15	0	1	0	1	6.00	7.00	25.20	24.20
16	1	0	1	0	7.00	7.00	25.20	24.20
17	0	1	0	1	7.00	8.00	25.20	24.20
18	1	0	1	0	8.00	8.00	25.20	24.20
19	0	1	0	1	8.00	9.00	25.20	24.20
20	1	0	1	0	9.00	9.00	25.20	24.20
21	0	1	0	1	9.00	10.00	25.20	24.20
22	1	0	1	0	10.00	10.00	25.20	24.20
23	0	1	0	1	10.00	11.00	25.20	24.20
24	1	0	1	0	11.00	11.00	25.20	24.20
25	0	1	0	1	11.00	12.00	25.20	24.20
26	0	0	0.6	0.6	11.60	12.60	25.20	24.20
27	0	0	0.6	0.6	12.20	13.20	25.20	24.20
28	1	0	1	0	13.20	13.20	25.20	24.20
29	0	1	0	1	13.20	14.20	25.20	24.20
30	0	0	0.6	0.6	13.80	14.80	25.20	24.20
31	1	0	1	0	14.80	14.80	25.20	24.20
32	0	1	0	1	14.80	15.80	25.20	24.20
33	0	0	0.6	0.6	15.40	16.40	25.20	24.20
34	1	0	1	0	16.40	16.40	25.20	24.20
35	0	1	0	1	16.40	17.40	25.20	24.20
36	0	0	0.6	0.6	17.00	18.00	25.20	24.20
37	1	0	1	0	18.00	18.00	25.20	24.20
38	0	1	0	1	18.00	19.00	25.20	24.20
39	0	0	0.6	0.6	18.60	19.60	25.20	24.20
40	1	0	1	0	19.60	19.60	25.20	24.20
41	0	1	0	1	19.60	20.60	25.20	24.20
42	1	0	1	0	20.60	20.60	25.20	24.20
43	0	0	0.6	0.6	21.20	21.20	25.20	24.20
44	1	0	1	0	22.20	21.20	25.20	24.20
45	0	1	0	1	22.20	22.20	25.20	24.20
46	1	0	1	0	23.20	22.20	25.20	24.20
47	0	1	0	1	23.20	23.20	25.20	24.20
48	1	0	1	0	24.20	23.20	25.20	24.20
49	0	1	0	1	24.20	24.20	25.20	24.20
50	1	0	1	0	25.20	24.20	25.20	24.20
