ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	24.80	15.80
2	0	1	0	1	1.00	1.00	24.80	15.80
3	1	1	0.2	0.2	1.20	1.20	24.80	15.80
4	0	1	0	1	1.20	2.20	24.80	15.80
5	1	0	1	0	2.20	2.20	24.80	15.80
6	0	0	0.6	0.6	2.80	2.80	24.80	15.80
7	0	1	0	1	2.80	3.80	24.80	15.80
8	1	0	1	0	3.80	3.80	24.80	15.80
9	1	0	1	0	4.80	3.80	24.80	15.80
10	1	0	1	0	5.80	3.80	24.80	15.80
11	1	1	0.2	0.2	6.00	4.00	24.80	15.80
12	1	1	0.2	0.2	6.20	4.20	24.80	15.80
13	1	0	1	0	7.20	4.20	24.80	15.80
14	1	0	1	0	8.20	4.20	24.80	15.80
15	1	1	0.2	0.2	8.40	4.40	24.80	15.80
16	1	0	1	0	9.40	4.40	24.80	15.80
17	1	1	0.2	0.2	9.60	4.60	24.80	15.80
18	1	0	1	0	10.60	4.60	24.80	15.80
19	1	1	0.2	0.2	10.80	4.80	24.80	15.80
20	1	1	0.2	0.2	11.00	5.00	24.80	15.80
21	1	0	1	0	12.00	5.00	24.80	15.80
22	1	1	0.2	0.2	12.20	5.20	24.80	15.80
23	0	1	0	1	12.20	6.20	24.80	15.80
24	1	1	0.2	0.2	12.40	6.40	24.80	15.80
25	1	0	1	0	13.40	6.40	24.80	15.80
26	1	0	1	0	14.40	6.40	24.80	15.80
27	1	1	0.2	0.2	14.60	6.60	24.80	15.80
28	1	0	1	0	15.60	6.60	24.80	15.80
29	1	1	0.2	0.2	15.80	6.80	24.80	15.80
30	1	1	0.2	0.2	16.00	7.00	24.80	15.80
31	1	1	0.2	0.2	16.20	7.20	24.80	15.80
32	1	0	1	0	17.20	7.20	24.80	15.80
33	1	1	0.2	0.2	17.40	7.40	24.80	15.80
34	0	1	0	1	17.40	8.40	24.80	15.80
35	1	1	0.2	0.2	17.60	8.60	24.80	15.80
36	1	1	0.2	0.2	17.80	8.80	24.80	15.80
37	0	1	0	1	17.80	9.80	24.80	15.80
38	1	0	1	0	18.80	9.80	24.80	15.80
39	0	1	0	1	18.80	10.80	24.80	15.80
40	1	0	1	0	19.80	10.80	24.80	15.80
41	0	1	0	1	19.80	11.80	24.80	15.80
42	1	0	1	0	20.80	11.80	24.80	15.80
43	0	1	0	1	20.80	12.80	24.80	15.80
44	1	0	1	0	21.80	12.80	24.80	15.80
45	0	1	0	1	21.80	13.80	24.80	15.80
46	1	0	1	0	22.80	13.80	24.80	15.80
47	0	1	0	1	22.80	14.80	24.80	15.80
48	1	0	1	0	23.80	14.80	24.80	15.80
49	0	1	0	1	23.80	15.80	24.80	15.80
50	1	0	1	0	24.80	15.80	24.80	15.80
