ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	20.20	19.20
2	0	0	0.6	0.6	0.80	0.80	20.20	19.20
3	1	0	1	0	1.80	0.80	20.20	19.20
4	0	0	0.6	0.6	2.40	1.40	20.20	19.20
5	1	1	0.2	0.2	2.60	1.60	20.20	19.20
6	1	1	0.2	0.2	2.80	1.80	20.20	19.20
7	0	1	0	1	2.80	2.80	20.20	19.20
8	0	0	0.6	0.6	3.40	3.40	20.20	19.20
9	1	1	0.2	0.2	3.60	3.60	20.20	19.20
10	1	1	0.2	0.2	3.80	3.80	20.20	19.20
11	0	0	0.6	0.6	4.40	4.40	20.20	19.20
12	1	1	0.2	0.2	4.60	4.60	20.20	19.20
13	1	1	0.2	0.2	4.80	4.80	20.20	19.20
14	0	0	0.6	0.6	5.40	5.40	20.20	19.20
15	1	1	0.2	0.2	5.60	5.60	20.20	19.20
16	1	1	0.2	0.2	5.80	5.80	20.20	19.20
17	0	0	0.6	0.6	6.40	6.40	20.20	19.20
18	1	1	0.2	0.2	6.60	6.60	20.20	19.20
19	1	1	0.2	0.2	6.80	6.80	20.20	19.20
20	0	0	0.6	0.6	7.40	7.40	20.20	19.20
21	1	1	0.2	0.2	7.60	7.60	20.20	19.20
22	1	1	0.2	0.2	7.80	7.80	20.20	19.20
23	0	0	0.6	0.6	8.40	8.40	20.20	19.20
24	1	1	0.2	0.2	8.60	8.60	20.20	19.20
25	1	1	0.2	0.2	8.80	8.80	20.20	19.20
26	0	0	0.6	0.6	9.40	9.40	20.20	19.20
27	1	1	0.2	0.2	9.60	9.60	20.20	19.20
28	1	1	0.2	0.2	9.80	9.80	20.20	19.20
29	0	0	0.6	0.6	10.40	10.40	20.20	19.20
30	0	1	0	1	10.40	11.40	20.20	19.20
31	0	0	0.6	0.6	11.00	12.00	20.20	19.20
32	1	1	0.2	0.2	11.20	12.20	20.20	19.20
33	1	1	0.2	0.2	11.40	12.40	20.20	19.20
34	0	0	0.6	0.6	12.00	13.00	20.20	19.20
35	0	1	0	1	12.00	14.00	20.20	19.20
36	1	0	1	0	13.00	14.00	20.20	19.20
37	1	0	1	0	14.00	14.00	20.20	19.20
38	1	0	1	0	15.00	14.00	20.20	19.20
39	0	0	0.6	0.6	15.60	14.60	20.20	19.20
40	1	1	0.2	0.2	15.80	14.80	20.20	19.20
41	1	1	0.2	0.2	16.00	15.00	20.20	19.20
42	1	0	1	0	17.00	15.00	20.20	19.20
43	0	1	0	1	17.00	16.00	20.20	19.20
44	1	1	0.2	0.2	17.20	16.20	20.20	19.20
45	1	0	1	0	18.20	16.20	20.20	19.20
46	0	1	0	1	18.20	17.20	20.20	19.20
47	1	0	1	0	19.20	17.20	20.20	19.20
48	0	1	0	1	19.20	18.20	20.20	19.20
49	1	0	1	0	20.20	18.20	20.20	19.20
50	0	1	0	1	20.20	19.20	20.20	19.20
