ROUND_NO1	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
28	0	0	0.6	0.6	12.60	13.60	25.80	26.80
29	0	0	0.6	0.6	13.20	14.20	25.80	26.80
30	0	0	0.6	0.6	13.80	14.80	25.80	26.80
31	0	0	0.6	0.6	14.40	15.40	25.80	26.80
32	0	0	0.6	0.6	15.00	16.00	25.80	26.80
33	0	0	0.6	0.6	15.60	16.60	25.80	26.80
34	0	0	0.6	0.6	16.20	17.20	25.80	26.80
35	0	0	0.6	0.6	16.80	17.80	25.80	26.80
36	0	0	0.6	0.6	17.40	18.40	25.80	26.80
37	0	0	0.6	0.6	18.00	19.00	25.80	26.80
38	0	0	0.6	0.6	18.60	19.60	25.80	26.80
39	0	0	0.6	0.6	19.20	20.20	25.80	26.80
40	0	0	0.6	0.6	19.80	20.80	25.80	26.80
41	0	0	0.6	0.6	20.40	21.40	25.80	26.80
42	0	0	0.6	0.6	21.00	22.00	25.80	26.80
43	0	0	0.6	0.6	21.60	22.60	25.80	26.80
44	0	0	0.6	0.6	22.20	23.20	25.80	26.80
45	0	0	0.6	0.6	22.80	23.80	25.80	26.80
46	0	0	0.6	0.6	23.40	24.40	25.80	26.80
47	0	0	0.6	0.6	24.00	25.00	25.80	26.80
48	0	0	0.6	0.6	24.60	25.60	25.80	26.80
49	0	0	0.6	0.6	25.20	26.20	25.80	26.80
50	0	0	0.6	0.6	25.80	26.80	25.80	26.80
ROUND_NO51	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	30.00	28.00
2	1	0	1	0	1.20	0.20	30.00	28.00
3	0	0	0.6	0.6	1.80	0.80	30.00	28.00
4	1	0	1	0	2.80	0.80	30.00	28.00
5	1	1	0.2	0.2	3.00	1.00	30.00	28.00
6	0	0	0.6	0.6	3.60	1.60	30.00	28.00
7	0	0	0.6	0.6	4.20	2.20	30.00	28.00
8	0	0	0.6	0.6	4.80	2.80	30.00	28.00
9	0	0	0.6	0.6	5.40	3.40	30.00	28.00
10	0	0	0.6	0.6	6.00	4.00	30.00	28.00
11	0	0	0.6	0.6	6.60	4.60	30.00	28.00
12	0	0	0.6	0.6	7.20	5.20	30.00	28.00
13	0	0	0.6	0.6	7.80	5.80	30.00	28.00
14	0	0	0.6	0.6	8.40	6.40	30.00	28.00
15	0	0	0.6	0.6	9.00	7.00	30.00	28.00
16	0	0	0.6	0.6	9.60	7.60	30.00	28.00
17	0	0	0.6	0.6	10.20	8.20	30.00	28.00
18	0	0	0.6	0.6	10.80	8.80	30.00	28.00
19	0	0	0.6	0.6	11.40	9.40	30.00	28.00
20	0	0	0.6	0.6	12.00	10.00	30.00	28.00
21	0	0	0.6	0.6	12.60	10.60	30.00	28.00
22	0	0	0.6	0.6	13.20	11.20	30.00	28.00
23	0	0	0.6	0.6	13.80	11.80	30.00	28.00
24	0	0	0.6	0.6	14.40	12.40	30.00	28.00
25	0	0	0.6	0.6	15.00	13.00	30.00	28.00
26	0	0	0.6	0.6	15.60	13.60	30.00	28.00
27	0	0	0.6	0.6	16.20	14.20	30.00	28.00
28	0	0	0.6	0.6	16.80	14.80	30.00	28.00
29	0	0	0.6	0.6	17.40	15.40	30.00	28.00
30	0	0	0.6	0.6	18.00	16.00	30.00	28.00
31	0	0	0.6	0.6	18.60	16.60	30.00	28.00
32	0	0	0.6	0.6	19.20	17.20	30.00	28.00
33	0	0	0.6	0.6	19.80	17.80	30.00	28.00
34	0	0	0.6	0.6	20.40	18.40	30.00	28.00
35	0	0	0.6	0.6	21.00	19.00	30.00	28.00
36	0	0	0.6	0.6	21.60	19.60	30.00	28.00
37	0	0	0.6	0.6	22.20	20.20	30.00	28.00
38	0	0	0.6	0.6	22.80	20.80	30.00	28.00
39	0	0	0.6	0.6	23.40	21.40	30.00	28.00
40	0	0	0.6	0.6	24.00	22.00	30.00	28.00
41	0	0	0.6	0.6	24.60	22.60	30.00	28.00
42	0	0	0.6	0.6	25.20	23.20	30.00	28.00
43	0	0	0.6	0.6	25.80	23.80	30.00	28.00
44	0	0	0.6	0.6	26.40	24.40	30.00	28.00
45	0	0	0.6	0.6	27.00	25.00	30.00	28.00
46	0	0	0.6	0.6	27.60	25.60	30.00	28.00
47	0	0	0.6	0.6	28.20	26.20	30.00	28.00
48	0	0	0.6	0.6	28.80	26.80	30.00	28.00
49	0	0	0.6	0.6	29.40	27.40	30.00	28.00
50	0	0	0.6	0.6	30.00	28.00	30.00	28.00
ROUND_NO52	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	29.60	29.60
2	0	0	0.6	0.6	0.80	0.80	29.60	29.60
3	0	0	0.6	0.6	1.40	1.40	29.60	29.60
4	0	0	0.6	0.6	2.00	2.00	29.60	29.60
5	0	0	0.6	0.6	2.60	2.60	29.60	29.60
6	0	0	0.6	0.6	3.20	3.20	29.60	29.60
7	0	0	0.6	0.6	3.80	3.80	29.60	29.60
8	0	0	0.6	0.6	4.40	4.40	29.60	29.60
9	0	0	0.6	0.6	5.00	5.00	29.60	29.60
10	0	0	0.6	0.6	5.60	5.60	29.60	29.60
11	0	0	0.6	0.6	6.20	6.20	29.60	29.60
12	0	0	0.6	0.6	6.80	6.80	29.60	29.60
13	0	0	0.6	0.6	7.40	7.40	29.60	29.60
14	0	0	0.6	0.6	8.00	8.00	29.60	29.60
15	0	0	0.6	0.6	8.60	8.60	29.60	29.60
16	0	0	0.6	0.6	9.20	9.20	29.60	29.60
17	0	0	0.6	0.6	9.80	9.80	29.60	29.60
18	0	0	0.6	0.6	10.40	10.40	29.60	29.60
19	0	0	0.6	0.6	11.00	11.00	29.60	29.60
20	0	0	0.6	0.6	11.60	11.60	29.60	29.60
21	0	0	0.6	0.6	12.20	12.20	29.60	29.60
22	0	0	0.6	0.6	12.80	12.80	29.60	29.60
23	0	0	0.6	0.6	13.40	13.40	29.60	29.60
24	0	0	0.6	0.6	14.00	14.00	29.60	29.60
25	0	0	0.6	0.6	14.60	14.60	29.60	29.60
26	0	0	0.6	0.6	15.20	15.20	29.60	29.60
27	0	0	0.6	0.6	15.80	15.80	29.60	29.60
28	0	0	0.6	0.6	16.40	16.40	29.60	29.60
29	0	0	0.6	0.6	17.00	17.00	29.60	29.60
30	0	0	0.6	0.6	17.60	17.60	29.60	29.60
31	0	0	0.6	0.6	18.20	18.20	29.60	29.60
32	0	0	0.6	0.6	18.80	18.80	29.60	29.60
33	0	0	0.6	0.6	19.40	19.40	29.60	29.60
34	0	0	0.6	0.6	20.00	20.00	29.60	29.60
35	0	0	0.6	0.6	20.60	20.60	29.60	29.60
36	0	0	0.6	0.6	21.20	21.20	29.60	29.60
37	0	0	0.6	0.6	21.80	21.80	29.60	29.60
38	0	0	0.6	0.6	22.40	22.40	29.60	29.60
39	0	0	0.6	0.6	23.00	23.00	29.60	29.60
40	0	0	0.6	0.6	23.60	23.60	29.60	29.60
41	0	0	0.6	0.6	24.20	24.20	29.60	29.60
42	0	0	0.6	0.6	24.80	24.80	29.60	29.60
43	0	0	0.6	0.6	25.40	25.40	29.60	29.60
44	0	0	0.6	0.6	26.00	26.00	29.60	29.60
45	0	0	0.6	0.6	26.60	26.60	29.60	29.60
46	0	0	0.6	0.6	27.20	27.20	29.60	29.60
47	0	0	0.6	0.6	27.80	27.80	29.60	29.60
48	0	0	0.6	0.6	28.40	28.40	29.60	29.60
49	0	0	0.6	0.6	29.00	29.00	29.60	29.60
50	0	0	0.6	0.6	29.60	29.60	29.60	29.60
ROUND_NO53	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	27.20	28.20
2	0	1	0	1	1.00	1.00	27.20	28.20
3	1	1	0.2	0.2	1.20	1.20	27.20	28.20
4	0	1	0	1	1.20	2.20	27.20	28.20
5	1	1	0.2	0.2	1.40	2.40	27.20	28.20
6	1	1	0.2	0.2	1.60	2.60	27.20	28.20
7	1	1	0.2	0.2	1.80	2.80	27.20	28.20
8	1	1	0.2	0.2	2.00	3.00	27.20	28.20
9	0	0	0.6	0.6	2.60	3.60	27.20	28.20
10	0	0	0.6	0.6	3.20	4.20	27.20	28.20
11	0	0	0.6	0.6	3.80	4.80	27.20	28.20
12	0	0	0.6	0.6	4.40	5.40	27.20	28.20
13	0	0	0.6	0.6	5.00	6.00	27.20	28.20
14	0	0	0.6	0.6	5.60	6.60	27.20	28.20
15	0	0	0.6	0.6	6.20	7.20	27.20	28.20
16	0	0	0.6	0.6	6.80	7.80	27.20	28.20
17	0	0	0.6	0.6	7.40	8.40	27.20	28.20
18	0	0	0.6	0.6	8.00	9.00	27.20	28.20
19	0	0	0.6	0.6	8.60	9.60	27.20	28.20
20	0	0	0.6	0.6	9.20	10.20	27.20	28.20
21	0	0	0.6	0.6	9.80	10.80	27.20	28.20
22	0	0	0.6	0.6	10.40	11.40	27.20	28.20
23	0	0	0.6	0.6	11.00	12.00	27.20	28.20
24	0	0	0.6	0.6	11.60	12.60	27.20	28.20
25	0	0	0.6	0.6	12.20	13.20	27.20	28.20
26	0	0	0.6	0.6	12.80	13.80	27.20	28.20
27	0	0	0.6	0.6	13.40	14.40	27.20	28.20
28	0	0	0.6	0.6	14.00	15.00	27.20	28.20
29	0	0	0.6	0.6	14.60	15.60	27.20	28.20
30	0	0	0.6	0.6	15.20	16.20	27.20	28.20
31	0	0	0.6	0.6	15.80	16.80	27.20	28.20
32	0	0	0.6	0.6	16.40	17.40	27.20	28.20
33	0	0	0.6	0.6	17.00	18.00	27.20	28.20
34	0	0	0.6	0.6	17.60	18.60	27.20	28.20
35	0	0	0.6	0.6	18.20	19.20	27.20	28.20
36	0	0	0.6	0.6	18.80	19.80	27.20	28.20
37	0	0	0.6	0.6	19.40	20.40	27.20	28.20
38	0	0	0.6	0.6	20.00	21.00	27.20	28.20
39	0	0	0.6	0.6	20.60	21.60	27.20	28.20
40	0	0	0.6	0.6	21.20	22.20	27.20	28.20
41	0	0	0.6	0.6	21.80	22.80	27.20	28.20
42	0	0	0.6	0.6	22.40	23.40	27.20	28.20
43	0	0	0.6	0.6	23.00	24.00	27.20	28.20
44	0	0	0.6	0.6	23.60	24.60	27.20	28.20
45	0	0	0.6	0.6	24.20	25.20	27.20	28.20
46	0	0	0.6	0.6	24.80	25.80	27.20	28.20
47	0	0	0.6	0.6	25.40	26.40	27.20	28.20
48	0	0	0.6	0.6	26.00	27.00	27.20	28.20
49	0	0	0.6	0.6	26.60	27.60	27.20	28.20
50	0	0	0.6	0.6	27.20	28.20	27.20	28.20
ROUND_NO54	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	26.40	29.40
2	1	0	1	0	1.00	1.00	26.40	29.40
3	1	1	0.2	0.2	1.20	1.20	26.40	29.40
4	1	0	1	0	2.20	1.20	26.40	29.40
5	0	1	0	1	2.20	2.20	26.40	29.40
6	0	1	0	1	2.20	3.20	26.40	29.40
7	1	1	0.2	0.2	2.40	3.40	26.40	29.40
8	0	1	0	1	2.40	4.40	26.40	29.40
9	1	1	0.2	0.2	2.60	4.60	26.40	29.40
10	0	1	0	1	2.60	5.60	26.40	29.40
11	1	0	1	0	3.60	5.60	26.40	29.40
12	0	1	0	1	3.60	6.60	26.40	29.40
13	0	0	0.6	0.6	4.20	7.20	26.40	29.40
14	0	0	0.6	0.6	4.80	7.80	26.40	29.40
15	0	0	0.6	0.6	5.40	8.40	26.40	29.40
16	0	0	0.6	0.6	6.00	9.00	26.40	29.40
17	0	0	0.6	0.6	6.60	9.60	26.40	29.40
18	0	0	0.6	0.6	7.20	10.20	26.40	29.40
19	0	0	0.6	0.6	7.80	10.80	26.40	29.40
20	0	0	0.6	0.6	8.40	11.40	26.40	29.40
21	0	0	0.6	0.6	9.00	12.00	26.40	29.40
22	0	0	0.6	0.6	9.60	12.60	26.40	29.40
23	0	0	0.6	0.6	10.20	13.20	26.40	29.40
24	0	0	0.6	0.6	10.80	13.80	26.40	29.40
25	0	0	0.6	0.6	11.40	14.40	26.40	29.40
26	0	0	0.6	0.6	12.00	15.00	26.40	29.40
27	0	0	0.6	0.6	12.60	15.60	26.40	29.40
28	0	0	0.6	0.6	13.20	16.20	26.40	29.40
29	0	0	0.6	0.6	13.80	16.80	26.40	29.40
30	0	0	0.6	0.6	14.40	17.40	26.40	29.40
31	0	0	0.6	0.6	15.00	18.00	26.40	29.40
32	0	0	0.6	0.6	15.60	18.60	26.40	29.40
33	0	0	0.6	0.6	16.20	19.20	26.40	29.40
34	0	0	0.6	0.6	16.80	19.80	26.40	29.40
35	0	0	0.6	0.6	17.40	20.40	26.40	29.40
36	0	0	0.6	0.6	18.00	21.00	26.40	29.40
37	0	0	0.6	0.6	18.60	21.60	26.40	29.40
38	0	0	0.6	0.6	19.20	22.20	26.40	29.40
39	0	0	0.6	0.6	19.80	22.80	26.40	29.40
40	0	0	0.6	0.6	20.40	23.40	26.40	29.40
41	0	0	0.6	0.6	21.00	24.00	26.40	29.40
42	0	0	0.6	0.6	21.60	24.60	26.40	29.40
43	0	0	0.6	0.6	22.20	25.20	26.40	29.40
44	0	0	0.6	0.6	22.80	25.80	26.40	29.40
45	0	0	0.6	0.6	23.40	26.40	26.40	29.40
46	0	0	0.6	0.6	24.00	27.00	26.40	29.40
47	0	0	0.6	0.6	24.60	27.60	26.40	29.40
48	0	0	0.6	0.6	25.20	28.20	26.40	29.40
49	0	0	0.6	0.6	25.80	28.80	26.40	29.40
50	0	0	0.6	0.6	26.40	29.40	26.40	29.40
ROUND_NO55	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	27.40	26.40
2	1	1	0.2	0.2	0.20	1.20	27.40	26.40
3	1	1	0.2	0.2	0.40	1.40	27.40	26.40
4	1	0	1	0	1.40	1.40	27.40	26.40
5	1	1	0.2	0.2	1.60	1.60	27.40	26.40
6	1	1	0.2	0.2	1.80	1.80	27.40	26.40
7	1	1	0.2	0.2	2.00	2.00	27.40	26.40
8	1	1	0.2	0.2	2.20	2.20	27.40	26.40
9	1	0	1	0	3.20	2.20	27.40	26.40
10	1	1	0.2	0.2	3.40	2.40	27.40	26.40
11	0	0	0.6	0.6	4.00	3.00	27.40	26.40
12	0	0	0.6	0.6	4.60	3.60	27.40	26.40
13	0	0	0.6	0.6	5.20	4.20	27.40	26.40
14	0	0	0.6	0.6	5.80	4.80	27.40	26.40
15	0	0	0.6	0.6	6.40	5.40	27.40	26.40
16	0	0	0.6	0.6	7.00	6.00	27.40	26.40
17	0	0	0.6	0.6	7.60	6.60	27.40	26.40
18	0	0	0.6	0.6	8.20	7.20	27.40	26.40
19	0	0	0.6	0.6	8.80	7.80	27.40	26.40
20	0	0	0.6	0.6	9.40	8.40	27.40	26.40
21	0	0	0.6	0.6	10.00	9.00	27.40	26.40
22	0	0	0.6	0.6	10.60	9.60	27.40	26.40
23	0	0	0.6	0.6	11.20	10.20	27.40	26.40
24	0	0	0.6	0.6	11.80	10.80	27.40	26.40
25	0	0	0.6	0.6	12.40	11.40	27.40	26.40
26	0	0	0.6	0.6	13.00	12.00	27.40	26.40
27	0	0	0.6	0.6	13.60	12.60	27.40	26.40
28	0	0	0.6	0.6	14.20	13.20	27.40	26.40
29	0	0	0.6	0.6	14.80	13.80	27.40	26.40
30	0	0	0.6	0.6	15.40	14.40	27.40	26.40
31	0	0	0.6	0.6	16.00	15.00	27.40	26.40
32	0	0	0.6	0.6	16.60	15.60	27.40	26.40
33	0	0	0.6	0.6	17.20	16.20	27.40	26.40
34	0	0	0.6	0.6	17.80	16.80	27.40	26.40
35	0	0	0.6	0.6	18.40	17.40	27.40	26.40
36	0	0	0.6	0.6	19.00	18.00	27.40	26.40
37	0	0	0.6	0.6	19.60	18.60	27.40	26.40
38	0	0	0.6	0.6	20.20	19.20	27.40	26.40
39	0	0	0.6	0.6	20.80	19.80	27.40	26.40
40	0	0	0.6	0.6	21.40	20.40	27.40	26.40
41	0	0	0.6	0.6	22.00	21.00	27.40	26.40
42	0	0	0.6	0.6	22.60	21.60	27.40	26.40
43	0	0	0.6	0.6	23.20	22.20	27.40	26.40
44	0	0	0.6	0.6	23.80	22.80	27.40	26.40
45	0	0	0.6	0.6	24.40	23.40	27.40	26.40
46	0	0	0.6	0.6	25.00	24.00	27.40	26.40
47	0	0	0.6	0.6	25.60	24.60	27.40	26.40
48	0	0	0.6	0.6	26.20	25.20	27.40	26.40
49	0	0	0.6	0.6	26.80	25.80	27.40	26.40
50	0	0	0.6	0.6	27.40	26.40	27.40	26.40
ROUND_NO56	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	23.40	25.40
2	1	0	1	0	1.00	1.00	23.40	25.40
3	0	1	0	1	1.00	2.00	23.40	25.40
4	1	1	0.2	0.2	1.20	2.20	23.40	25.40
5	1	1	0.2	0.2	1.40	2.40	23.40	25.40
6	0	1	0	1	1.40	3.40	23.40	25.40
7	1	1	0.2	0.2	1.60	3.60	23.40	25.40
8	0	1	0	1	1.60	4.60	23.40	25.40
9	1	1	0.2	0.2	1.80	4.80	23.40	25.40
10	1	1	0.2	0.2	2.00	5.00	23.40	25.40
11	0	1	0	1	2.00	6.00	23.40	25.40
12	1	1	0.2	0.2	2.20	6.20	23.40	25.40
13	1	0	1	0	3.20	6.20	23.40	25.40
14	1	1	0.2	0.2	3.40	6.40	23.40	25.40
15	1	1	0.2	0.2	3.60	6.60	23.40	25.40
16	1	1	0.2	0.2	3.80	6.80	23.40	25.40
17	1	1	0.2	0.2	4.00	7.00	23.40	25.40
18	1	1	0.2	0.2	4.20	7.20	23.40	25.40
19	1	0	1	0	5.20	7.20	23.40	25.40
20	1	1	0.2	0.2	5.40	7.40	23.40	25.40
21	0	0	0.6	0.6	6.00	8.00	23.40	25.40
22	0	0	0.6	0.6	6.60	8.60	23.40	25.40
23	0	0	0.6	0.6	7.20	9.20	23.40	25.40
24	0	0	0.6	0.6	7.80	9.80	23.40	25.40
25	0	0	0.6	0.6	8.40	10.40	23.40	25.40
26	0	0	0.6	0.6	9.00	11.00	23.40	25.40
27	0	0	0.6	0.6	9.60	11.60	23.40	25.40
28	0	0	0.6	0.6	10.20	12.20	23.40	25.40
29	0	0	0.6	0.6	10.80	12.80	23.40	25.40
30	0	0	0.6	0.6	11.40	13.40	23.40	25.40
31	0	0	0.6	0.6	12.00	14.00	23.40	25.40
32	0	0	0.6	0.6	12.60	14.60	23.40	25.40
33	0	0	0.6	0.6	13.20	15.20	23.40	25.40
34	0	0	0.6	0.6	13.80	15.80	23.40	25.40
35	0	0	0.6	0.6	14.40	16.40	23.40	25.40
36	0	0	0.6	0.6	15.00	17.00	23.40	25.40
37	0	0	0.6	0.6	15.60	17.60	23.40	25.40
38	0	0	0.6	0.6	16.20	18.20	23.40	25.40
39	0	0	0.6	0.6	16.80	18.80	23.40	25.40
40	0	0	0.6	0.6	17.40	19.40	23.40	25.40
41	0	0	0.6	0.6	18.00	20.00	23.40	25.40
42	0	0	0.6	0.6	18.60	20.60	23.40	25.40
43	0	0	0.6	0.6	19.20	21.20	23.40	25.40
44	0	0	0.6	0.6	19.80	21.80	23.40	25.40
45	0	0	0.6	0.6	20.40	22.40	23.40	25.40
46	0	0	0.6	0.6	21.00	23.00	23.40	25.40
47	0	0	0.6	0.6	21.60	23.60	23.40	25.40
48	0	0	0.6	0.6	22.20	24.20	23.40	25.40
49	0	0	0.6	0.6	22.80	24.80	23.40	25.40
50	0	0	0.6	0.6	23.40	25.40	23.40	25.40
ROUND_NO57	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	28.80	28.80
2	1	0	1	0	1.00	1.00	28.80	28.80
3	1	0	1	0	2.00	1.00	28.80	28.80
4	1	1	0.2	0.2	2.20	1.20	28.80	28.80
5	0	1	0	1	2.20	2.20	28.80	28.80
6	1	1	0.2	0.2	2.40	2.40	28.80	28.80
7	0	0	0.6	0.6	3.00	3.00	28.80	28.80
8	0	0	0.6	0.6	3.60	3.60	28.80	28.80
9	0	0	0.6	0.6	4.20	4.20	28.80	28.80
10	0	0	0.6	0.6	4.80	4.80	28.80	28.80
11	0	0	0.6	0.6	5.40	5.40	28.80	28.80
12	0	0	0.6	0.6	6.00	6.00	28.80	28.80
13	0	0	0.6	0.6	6.60	6.60	28.80	28.80
14	0	0	0.6	0.6	7.20	7.20	28.80	28.80
15	0	0	0.6	0.6	7.80	7.80	28.80	28.80
16	0	0	0.6	0.6	8.40	8.40	28.80	28.80
17	0	0	0.6	0.6	9.00	9.00	28.80	28.80
18	0	0	0.6	0.6	9.60	9.60	28.80	28.80
19	0	0	0.6	0.6	10.20	10.20	28.80	28.80
20	0	0	0.6	0.6	10.80	10.80	28.80	28.80
21	0	0	0.6	0.6	11.40	11.40	28.80	28.80
22	0	0	0.6	0.6	12.00	12.00	28.80	28.80
23	0	0	0.6	0.6	12.60	12.60	28.80	28.80
24	0	0	0.6	0.6	13.20	13.20	28.80	28.80
25	0	0	0.6	0.6	13.80	13.80	28.80	28.80
26	0	0	0.6	0.6	14.40	14.40	28.80	28.80
27	0	0	0.6	0.6	15.00	15.00	28.80	28.80
28	0	0	0.6	0.6	15.60	15.60	28.80	28.80
29	0	0	0.6	0.6	16.20	16.20	28.80	28.80
30	0	0	0.6	0.6	16.80	16.80	28.80	28.80
31	0	0	0.6	0.6	17.40	17.40	28.80	28.80
32	0	0	0.6	0.6	18.00	18.00	28.80	28.80
33	0	0	0.6	0.6	18.60	18.60	28.80	28.80
34	0	0	0.6	0.6	19.20	19.20	28.80	28.80
35	0	0	0.6	0.6	19.80	19.80	28.80	28.80
36	0	0	0.6	0.6	20.40	20.40	28.80	28.80
37	0	0	0.6	0.6	21.00	21.00	28.80	28.80
38	0	0	0.6	0.6	21.60	21.60	28.80	28.80
39	0	0	0.6	0.6	22.20	22.20	28.80	28.80
40	0	0	0.6	0.6	22.80	22.80	28.80	28.80
41	0	0	0.6	0.6	23.40	23.40	28.80	28.80
42	0	0	0.6	0.6	24.00	24.00	28.80	28.80
43	0	0	0.6	0.6	24.60	24.60	28.80	28.80
44	0	0	0.6	0.6	25.20	25.20	28.80	28.80
45	0	0	0.6	0.6	25.80	25.80	28.80	28.80
46	0	0	0.6	0.6	26.40	26.40	28.80	28.80
47	0	0	0.6	0.6	27.00	27.00	28.80	28.80
48	0	0	0.6	0.6	27.60	27.60	28.80	28.80
49	0	0	0.6	0.6	28.20	28.20	28.80	28.80
50	0	0	0.6	0.6	28.80	28.80	28.80	28.80
ROUND_NO58	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	0	0.6	0.6	0.60	0.60	28.20	29.20
2	1	1	0.2	0.2	0.80	0.80	28.20	29.20
3	1	1	0.2	0.2	1.00	1.00	28.20	29.20
4	0	1	0	1	1.00	2.00	28.20	29.20
5	1	1	0.2	0.2	1.20	2.20	28.20	29.20
6	0	0	0.6	0.6	1.80	2.80	28.20	29.20
7	0	0	0.6	0.6	2.40	3.40	28.20	29.20
8	0	0	0.6	0.6	3.00	4.00	28.20	29.20
9	0	0	0.6	0.6	3.60	4.60	28.20	29.20
10	0	0	0.6	0.6	4.20	5.20	28.20	29.20
11	0	0	0.6	0.6	4.80	5.80	28.20	29.20
12	0	0	0.6	0.6	5.40	6.40	28.20	29.20
13	0	0	0.6	0.6	6.00	7.00	28.20	29.20
14	0	0	0.6	0.6	6.60	7.60	28.20	29.20
15	0	0	0.6	0.6	7.20	8.20	28.20	29.20
16	0	0	0.6	0.6	7.80	8.80	28.20	29.20
17	0	0	0.6	0.6	8.40	9.40	28.20	29.20
18	0	0	0.6	0.6	9.00	10.00	28.20	29.20
19	0	0	0.6	0.6	9.60	10.60	28.20	29.20
20	0	0	0.6	0.6	10.20	11.20	28.20	29.20
21	0	0	0.6	0.6	10.80	11.80	28.20	29.20
22	0	0	0.6	0.6	11.40	12.40	28.20	29.20
23	0	0	0.6	0.6	12.00	13.00	28.20	29.20
24	0	0	0.6	0.6	12.60	13.60	28.20	29.20
25	0	0	0.6	0.6	13.20	14.20	28.20	29.20
26	0	0	0.6	0.6	13.80	14.80	28.20	29.20
27	0	0	0.6	0.6	14.40	15.40	28.20	29.20
28	0	0	0.6	0.6	15.00	16.00	28.20	29.20
29	0	0	0.6	0.6	15.60	16.60	28.20	29.20
30	0	0	0.6	0.6	16.20	17.20	28.20	29.20
31	0	0	0.6	0.6	16.80	17.80	28.20	29.20
32	0	0	0.6	0.6	17.40	18.40	28.20	29.20
33	0	0	0.6	0.6	18.00	19.00	28.20	29.20
34	0	0	0.6	0.6	18.60	19.60	28.20	29.20
35	0	0	0.6	0.6	19.20	20.20	28.20	29.20
36	0	0	0.6	0.6	19.80	20.80	28.20	29.20
37	0	0	0.6	0.6	20.40	21.40	28.20	29.20
38	0	0	0.6	0.6	21.00	22.00	28.20	29.20
39	0	0	0.6	0.6	21.60	22.60	28.20	29.20
40	0	0	0.6	0.6	22.20	23.20	28.20	29.20
41	0	0	0.6	0.6	22.80	23.80	28.20	29.20
42	0	0	0.6	0.6	23.40	24.40	28.20	29.20
43	0	0	0.6	0.6	24.00	25.00	28.20	29.20
44	0	0	0.6	0.6	24.60	25.60	28.20	29.20
45	0	0	0.6	0.6	25.20	26.20	28.20	29.20
46	0	0	0.6	0.6	25.80	26.80	28.20	29.20
47	0	0	0.6	0.6	26.40	27.40	28.20	29.20
48	0	0	0.6	0.6	27.00	28.00	28.20	29.20
49	0	0	0.6	0.6	27.60	28.60	28.20	29.20
50	0	0	0.6	0.6	28.20	29.20	28.20	29.20
ROUND_NO59	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	20.20	20.20
2	1	0	1	0	1.00	1.00	20.20	20.20
3	0	0	0.6	0.6	1.60	1.60	20.20	20.20
4	1	1	0.2	0.2	1.80	1.80	20.20	20.20
5	0	1	0	1	1.80	2.80	20.20	20.20
6	1	1	0.2	0.2	2.00	3.00	20.20	20.20
7	0	1	0	1	2.00	4.00	20.20	20.20
8	1	0	1	0	3.00	4.00	20.20	20.20
9	1	1	0.2	0.2	3.20	4.20	20.20	20.20
10	1	0	1	0	4.20	4.20	20.20	20.20
11	0	1	0	1	4.20	5.20	20.20	20.20
12	1	0	1	0	5.20	5.20	20.20	20.20
13	0	1	0	1	5.20	6.20	20.20	20.20
14	0	0	0.6	0.6	5.80	6.80	20.20	20.20
15	1	0	1	0	6.80	6.80	20.20	20.20
16	0	1	0	1	6.80	7.80	20.20	20.20
17	1	0	1	0	7.80	7.80	20.20	20.20
18	0	1	0	1	7.80	8.80	20.20	20.20
19	1	0	1	0	8.80	8.80	20.20	20.20
20	0	1	0	1	8.80	9.80	20.20	20.20
21	1	0	1	0	9.80	9.80	20.20	20.20
22	0	0	0.6	0.6	10.40	10.40	20.20	20.20
23	1	0	1	0	11.40	10.40	20.20	20.20
24	0	1	0	1	11.40	11.40	20.20	20.20
25	1	1	0.2	0.2	11.60	11.60	20.20	20.20
26	1	1	0.2	0.2	11.80	11.80	20.20	20.20
27	1	1	0.2	0.2	12.00	12.00	20.20	20.20
28	1	1	0.2	0.2	12.20	12.20	20.20	20.20
29	0	1	0	1	12.20	13.20	20.20	20.20
