ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	26.00	28.00
2	0	0	0.6	0.6	0.60	1.60	26.00	28.00
3	0	0	0.6	0.6	1.20	2.20	26.00	28.00
4	0	0	0.6	0.6	1.80	2.80	26.00	28.00
5	0	1	0	1	1.80	3.80	26.00	28.00
6	1	0	1	0	2.80	3.80	26.00	28.00
7	0	0	0.6	0.6	3.40	4.40	26.00	28.00
8	0	1	0	1	3.40	5.40	26.00	28.00
9	0	1	0	1	3.40	6.40	26.00	28.00
10	0	0	0.6	0.6	4.00	7.00	26.00	28.00
11	0	0	0.6	0.6	4.60	7.60	26.00	28.00
12	1	0	1	0	5.60	7.60	26.00	28.00
13	0	0	0.6	0.6	6.20	8.20	26.00	28.00
14	0	0	0.6	0.6	6.80	8.80	26.00	28.00
15	0	0	0.6	0.6	7.40	9.40	26.00	28.00
16	0	0	0.6	0.6	8.00	10.00	26.00	28.00
17	0	0	0.6	0.6	8.60	10.60	26.00	28.00
18	0	0	0.6	0.6	9.20	11.20	26.00	28.00
19	0	1	0	1	9.20	12.20	26.00	28.00
20	0	0	0.6	0.6	9.80	12.80	26.00	28.00
21	0	0	0.6	0.6	10.40	13.40	26.00	28.00
22	0	0	0.6	0.6	11.00	14.00	26.00	28.00
23	0	0	0.6	0.6	11.60	14.60	26.00	28.00
24	0	0	0.6	0.6	12.20	15.20	26.00	28.00
25	0	0	0.6	0.6	12.80	15.80	26.00	28.00
26	0	0	0.6	0.6	13.40	16.40	26.00	28.00
27	0	0	0.6	0.6	14.00	17.00	26.00	28.00
28	1	0	1	0	15.00	17.00	26.00	28.00
29	0	1	0	1	15.00	18.00	26.00	28.00
30	1	0	1	0	16.00	18.00	26.00	28.00
31	0	1	0	1	16.00	19.00	26.00	28.00
32	1	0	1	0	17.00	19.00	26.00	28.00
33	0	1	0	1	17.00	20.00	26.00	28.00
34	1	0	1	0	18.00	20.00	26.00	28.00
35	0	1	0	1	18.00	21.00	26.00	28.00
36	1	0	1	0	19.00	21.00	26.00	28.00
37	0	1	0	1	19.00	22.00	26.00	28.00
38	1	0	1	0	20.00	22.00	26.00	28.00
39	0	1	0	1	20.00	23.00	26.00	28.00
40	1	0	1	0	21.00	23.00	26.00	28.00
41	0	1	0	1	21.00	24.00	26.00	28.00
42	1	0	1	0	22.00	24.00	26.00	28.00
43	0	1	0	1	22.00	25.00	26.00	28.00
44	1	0	1	0	23.00	25.00	26.00	28.00
45	0	1	0	1	23.00	26.00	26.00	28.00
46	1	0	1	0	24.00	26.00	26.00	28.00
47	0	1	0	1	24.00	27.00	26.00	28.00
48	1	0	1	0	25.00	27.00	26.00	28.00
49	0	1	0	1	25.00	28.00	26.00	28.00
50	1	0	1	0	26.00	28.00	26.00	28.00
