ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	0	0.6	0.6	0.60	0.60	24.60	25.60
2	1	0	1	0	1.60	0.60	24.60	25.60
3	0	1	0	1	1.60	1.60	24.60	25.60
4	1	0	1	0	2.60	1.60	24.60	25.60
5	0	1	0	1	2.60	2.60	24.60	25.60
6	0	1	0	1	2.60	3.60	24.60	25.60
7	1	1	0.2	0.2	2.80	3.80	24.60	25.60
8	1	1	0.2	0.2	3.00	4.00	24.60	25.60
9	1	1	0.2	0.2	3.20	4.20	24.60	25.60
10	1	1	0.2	0.2	3.40	4.40	24.60	25.60
11	1	1	0.2	0.2	3.60	4.60	24.60	25.60
12	1	1	0.2	0.2	3.80	4.80	24.60	25.60
13	1	0	1	0	4.80	4.80	24.60	25.60
14	1	1	0.2	0.2	5.00	5.00	24.60	25.60
15	0	1	0	1	5.00	6.00	24.60	25.60
16	0	1	0	1	5.00	7.00	24.60	25.60
17	1	1	0.2	0.2	5.20	7.20	24.60	25.60
18	1	1	0.2	0.2	5.40	7.40	24.60	25.60
19	1	0	1	0	6.40	7.40	24.60	25.60
20	1	1	0.2	0.2	6.60	7.60	24.60	25.60
21	0	0	0.6	0.6	7.20	8.20	24.60	25.60
22	0	0	0.6	0.6	7.80	8.80	24.60	25.60
23	0	0	0.6	0.6	8.40	9.40	24.60	25.60
24	0	0	0.6	0.6	9.00	10.00	24.60	25.60
25	0	0	0.6	0.6	9.60	10.60	24.60	25.60
26	0	0	0.6	0.6	10.20	11.20	24.60	25.60
27	0	0	0.6	0.6	10.80	11.80	24.60	25.60
28	0	0	0.6	0.6	11.40	12.40	24.60	25.60
29	0	0	0.6	0.6	12.00	13.00	24.60	25.60
30	0	0	0.6	0.6	12.60	13.60	24.60	25.60
31	0	0	0.6	0.6	13.20	14.20	24.60	25.60
32	0	0	0.6	0.6	13.80	14.80	24.60	25.60
33	0	0	0.6	0.6	14.40	15.40	24.60	25.60
34	0	0	0.6	0.6	15.00	16.00	24.60	25.60
35	0	0	0.6	0.6	15.60	16.60	24.60	25.60
36	0	0	0.6	0.6	16.20	17.20	24.60	25.60
37	0	0	0.6	0.6	16.80	17.80	24.60	25.60
38	0	0	0.6	0.6	17.40	18.40	24.60	25.60
39	0	0	0.6	0.6	18.00	19.00	24.60	25.60
40	0	0	0.6	0.6	18.60	19.60	24.60	25.60
41	0	0	0.6	0.6	19.20	20.20	24.60	25.60
42	0	0	0.6	0.6	19.80	20.80	24.60	25.60
43	0	0	0.6	0.6	20.40	21.40	24.60	25.60
44	0	0	0.6	0.6	21.00	22.00	24.60	25.60
45	0	0	0.6	0.6	21.60	22.60	24.60	25.60
46	0	0	0.6	0.6	22.20	23.20	24.60	25.60
47	0	0	0.6	0.6	22.80	23.80	24.60	25.60
48	0	0	0.6	0.6	23.40	24.40	24.60	25.60
49	0	0	0.6	0.6	24.00	25.00	24.60	25.60
50	0	0	0.6	0.6	24.60	25.60	24.60	25.60
