ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	0	0.6	0.6	0.60	0.60	26.40	15.40
2	0	0	0.6	0.6	1.20	1.20	26.40	15.40
3	1	1	0.2	0.2	1.40	1.40	26.40	15.40
4	1	1	0.2	0.2	1.60	1.60	26.40	15.40
5	0	0	0.6	0.6	2.20	2.20	26.40	15.40
6	1	1	0.2	0.2	2.40	2.40	26.40	15.40
7	1	1	0.2	0.2	2.60	2.60	26.40	15.40
8	0	0	0.6	0.6	3.20	3.20	26.40	15.40
9	1	0	1	0	4.20	3.20	26.40	15.40
10	0	0	0.6	0.6	4.80	3.80	26.40	15.40
11	1	1	0.2	0.2	5.00	4.00	26.40	15.40
12	1	1	0.2	0.2	5.20	4.20	26.40	15.40
13	0	1	0	1	5.20	5.20	26.40	15.40
14	0	0	0.6	0.6	5.80	5.80	26.40	15.40
15	1	1	0.2	0.2	6.00	6.00	26.40	15.40
16	0	1	0	1	6.00	7.00	26.40	15.40
17	1	0	1	0	7.00	7.00	26.40	15.40
18	1	0	1	0	8.00	7.00	26.40	15.40
19	1	0	1	0	9.00	7.00	26.40	15.40
20	0	0	0.6	0.6	9.60	7.60	26.40	15.40
21	1	1	0.2	0.2	9.80	7.80	26.40	15.40
22	1	1	0.2	0.2	10.00	8.00	26.40	15.40
23	0	0	0.6	0.6	10.60	8.60	26.40	15.40
24	1	1	0.2	0.2	10.80	8.80	26.40	15.40
25	1	1	0.2	0.2	11.00	9.00	26.40	15.40
26	0	0	0.6	0.6	11.60	9.60	26.40	15.40
27	0	1	0	1	11.60	10.60	26.40	15.40
28	0	0	0.6	0.6	12.20	11.20	26.40	15.40
29	1	1	0.2	0.2	12.40	11.40	26.40	15.40
30	1	1	0.2	0.2	12.60	11.60	26.40	15.40
31	1	0	1	0	13.60	11.60	26.40	15.40
32	0	0	0.6	0.6	14.20	12.20	26.40	15.40
33	1	1	0.2	0.2	14.40	12.40	26.40	15.40
34	1	1	0.2	0.2	14.60	12.60	26.40	15.40
35	0	0	0.6	0.6	15.20	13.20	26.40	15.40
36	1	1	0.2	0.2	15.40	13.40	26.40	15.40
37	0	1	0	1	15.40	14.40	26.40	15.40
38	1	0	1	0	16.40	14.40	26.40	15.40
39	0	0	0.6	0.6	17.00	15.00	26.40	15.40
40	1	1	0.2	0.2	17.20	15.20	26.40	15.40
41	1	1	0.2	0.2	17.40	15.40	26.40	15.40
42	1	0	1	0	18.40	15.40	26.40	15.40
43	1	0	1	0	19.40	15.40	26.40	15.40
44	1	0	1	0	20.40	15.40	26.40	15.40
45	1	0	1	0	21.40	15.40	26.40	15.40
46	1	0	1	0	22.40	15.40	26.40	15.40
47	1	0	1	0	23.40	15.40	26.40	15.40
48	1	0	1	0	24.40	15.40	26.40	15.40
49	1	0	1	0	25.40	15.40	26.40	15.40
50	1	0	1	0	26.40	15.40	26.40	15.40
