ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	23.40	26.40
2	1	1	0.2	0.2	0.20	1.20	23.40	26.40
3	1	1	0.2	0.2	0.40	1.40	23.40	26.40
4	0	1	0	1	0.40	2.40	23.40	26.40
5	0	0	0.6	0.6	1.00	3.00	23.40	26.40
6	0	0	0.6	0.6	1.60	3.60	23.40	26.40
7	0	0	0.6	0.6	2.20	4.20	23.40	26.40
8	0	0	0.6	0.6	2.80	4.80	23.40	26.40
9	0	0	0.6	0.6	3.40	5.40	23.40	26.40
10	0	0	0.6	0.6	4.00	6.00	23.40	26.40
11	1	0	1	0	5.00	6.00	23.40	26.40
12	0	1	0	1	5.00	7.00	23.40	26.40
13	1	0	1	0	6.00	7.00	23.40	26.40
14	0	1	0	1	6.00	8.00	23.40	26.40
15	1	0	1	0	7.00	8.00	23.40	26.40
16	0	1	0	1	7.00	9.00	23.40	26.40
17	1	0	1	0	8.00	9.00	23.40	26.40
18	0	1	0	1	8.00	10.00	23.40	26.40
19	1	0	1	0	9.00	10.00	23.40	26.40
20	0	1	0	1	9.00	11.00	23.40	26.40
21	1	0	1	0	10.00	11.00	23.40	26.40
22	0	1	0	1	10.00	12.00	23.40	26.40
23	1	0	1	0	11.00	12.00	23.40	26.40
24	0	1	0	1	11.00	13.00	23.40	26.40
25	1	0	1	0	12.00	13.00	23.40	26.40
26	0	1	0	1	12.00	14.00	23.40	26.40
27	1	0	1	0	13.00	14.00	23.40	26.40
28	0	1	0	1	13.00	15.00	23.40	26.40
29	1	0	1	0	14.00	15.00	23.40	26.40
30	0	1	0	1	14.00	16.00	23.40	26.40
31	1	0	1	0	15.00	16.00	23.40	26.40
32	0	1	0	1	15.00	17.00	23.40	26.40
33	1	0	1	0	16.00	17.00	23.40	26.40
34	0	1	0	1	16.00	18.00	23.40	26.40
35	1	0	1	0	17.00	18.00	23.40	26.40
36	0	1	0	1	17.00	19.00	23.40	26.40
37	1	0	1	0	18.00	19.00	23.40	26.40
38	0	1	0	1	18.00	20.00	23.40	26.40
39	1	0	1	0	19.00	20.00	23.40	26.40
40	0	0	0.6	0.6	19.60	20.60	23.40	26.40
41	1	0	1	0	20.60	20.60	23.40	26.40
42	0	1	0	1	20.60	21.60	23.40	26.40
43	0	0	0.6	0.6	21.20	22.20	23.40	26.40
44	0	1	0	1	21.20	23.20	23.40	26.40
45	1	1	0.2	0.2	21.40	23.40	23.40	26.40
46	0	1	0	1	21.40	24.40	23.40	26.40
47	1	0	1	0	22.40	24.40	23.40	26.40
48	0	1	0	1	22.40	25.40	23.40	26.40
49	1	0	1	0	23.40	25.40	23.40	26.40
50	0	1	0	1	23.40	26.40	23.40	26.40
