ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	29.00	28.00
2	1	0	1	0	2.00	0.00	29.00	28.00
3	1	1	0.2	0.2	2.20	0.20	29.00	28.00
4	1	1	0.2	0.2	2.40	0.40	29.00	28.00
5	0	1	0	1	2.40	1.40	29.00	28.00
6	1	1	0.2	0.2	2.60	1.60	29.00	28.00
7	0	0	0.6	0.6	3.20	2.20	29.00	28.00
8	0	0	0.6	0.6	3.80	2.80	29.00	28.00
9	0	0	0.6	0.6	4.40	3.40	29.00	28.00
10	0	0	0.6	0.6	5.00	4.00	29.00	28.00
11	0	0	0.6	0.6	5.60	4.60	29.00	28.00
12	0	0	0.6	0.6	6.20	5.20	29.00	28.00
13	0	0	0.6	0.6	6.80	5.80	29.00	28.00
14	0	0	0.6	0.6	7.40	6.40	29.00	28.00
15	0	0	0.6	0.6	8.00	7.00	29.00	28.00
16	0	0	0.6	0.6	8.60	7.60	29.00	28.00
17	0	0	0.6	0.6	9.20	8.20	29.00	28.00
18	0	0	0.6	0.6	9.80	8.80	29.00	28.00
19	0	0	0.6	0.6	10.40	9.40	29.00	28.00
20	0	0	0.6	0.6	11.00	10.00	29.00	28.00
21	0	0	0.6	0.6	11.60	10.60	29.00	28.00
22	0	0	0.6	0.6	12.20	11.20	29.00	28.00
23	0	0	0.6	0.6	12.80	11.80	29.00	28.00
24	0	0	0.6	0.6	13.40	12.40	29.00	28.00
25	0	0	0.6	0.6	14.00	13.00	29.00	28.00
26	0	0	0.6	0.6	14.60	13.60	29.00	28.00
27	0	0	0.6	0.6	15.20	14.20	29.00	28.00
28	0	0	0.6	0.6	15.80	14.80	29.00	28.00
29	0	0	0.6	0.6	16.40	15.40	29.00	28.00
30	0	0	0.6	0.6	17.00	16.00	29.00	28.00
31	0	0	0.6	0.6	17.60	16.60	29.00	28.00
32	0	0	0.6	0.6	18.20	17.20	29.00	28.00
33	0	0	0.6	0.6	18.80	17.80	29.00	28.00
34	0	0	0.6	0.6	19.40	18.40	29.00	28.00
35	0	0	0.6	0.6	20.00	19.00	29.00	28.00
36	0	0	0.6	0.6	20.60	19.60	29.00	28.00
37	0	0	0.6	0.6	21.20	20.20	29.00	28.00
38	0	0	0.6	0.6	21.80	20.80	29.00	28.00
39	0	0	0.6	0.6	22.40	21.40	29.00	28.00
40	0	0	0.6	0.6	23.00	22.00	29.00	28.00
41	0	0	0.6	0.6	23.60	22.60	29.00	28.00
42	0	0	0.6	0.6	24.20	23.20	29.00	28.00
43	0	0	0.6	0.6	24.80	23.80	29.00	28.00
44	0	0	0.6	0.6	25.40	24.40	29.00	28.00
45	0	0	0.6	0.6	26.00	25.00	29.00	28.00
46	0	0	0.6	0.6	26.60	25.60	29.00	28.00
47	0	0	0.6	0.6	27.20	26.20	29.00	28.00
48	0	0	0.6	0.6	27.80	26.80	29.00	28.00
49	0	0	0.6	0.6	28.40	27.40	29.00	28.00
50	0	0	0.6	0.6	29.00	28.00	29.00	28.00
