ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	28.00	26.00
2	0	1	0	1	1.00	1.00	28.00	26.00
3	1	0	1	0	2.00	1.00	28.00	26.00
4	0	0	0.6	0.6	2.60	1.60	28.00	26.00
5	1	0	1	0	3.60	1.60	28.00	26.00
6	0	1	0	1	3.60	2.60	28.00	26.00
7	1	0	1	0	4.60	2.60	28.00	26.00
8	0	1	0	1	4.60	3.60	28.00	26.00
9	0	0	0.6	0.6	5.20	4.20	28.00	26.00
10	0	0	0.6	0.6	5.80	4.80	28.00	26.00
11	0	0	0.6	0.6	6.40	5.40	28.00	26.00
12	0	0	0.6	0.6	7.00	6.00	28.00	26.00
13	0	0	0.6	0.6	7.60	6.60	28.00	26.00
14	0	0	0.6	0.6	8.20	7.20	28.00	26.00
15	0	0	0.6	0.6	8.80	7.80	28.00	26.00
16	0	0	0.6	0.6	9.40	8.40	28.00	26.00
17	0	0	0.6	0.6	10.00	9.00	28.00	26.00
18	0	0	0.6	0.6	10.60	9.60	28.00	26.00
19	0	0	0.6	0.6	11.20	10.20	28.00	26.00
20	0	0	0.6	0.6	11.80	10.80	28.00	26.00
21	0	0	0.6	0.6	12.40	11.40	28.00	26.00
22	0	0	0.6	0.6	13.00	12.00	28.00	26.00
23	0	0	0.6	0.6	13.60	12.60	28.00	26.00
24	0	1	0	1	13.60	13.60	28.00	26.00
25	1	0	1	0	14.60	13.60	28.00	26.00
26	0	1	0	1	14.60	14.60	28.00	26.00
27	1	0	1	0	15.60	14.60	28.00	26.00
28	0	1	0	1	15.60	15.60	28.00	26.00
29	1	0	1	0	16.60	15.60	28.00	26.00
30	0	0	0.6	0.6	17.20	16.20	28.00	26.00
31	0	1	0	1	17.20	17.20	28.00	26.00
32	1	0	1	0	18.20	17.20	28.00	26.00
33	0	0	0.6	0.6	18.80	17.80	28.00	26.00
34	1	0	1	0	19.80	17.80	28.00	26.00
35	0	1	0	1	19.80	18.80	28.00	26.00
36	0	0	0.6	0.6	20.40	19.40	28.00	26.00
37	1	0	1	0	21.40	19.40	28.00	26.00
38	0	1	0	1	21.40	20.40	28.00	26.00
39	0	0	0.6	0.6	22.00	21.00	28.00	26.00
40	1	0	1	0	23.00	21.00	28.00	26.00
41	0	1	0	1	23.00	22.00	28.00	26.00
42	1	0	1	0	24.00	22.00	28.00	26.00
43	0	1	0	1	24.00	23.00	28.00	26.00
44	1	0	1	0	25.00	23.00	28.00	26.00
45	0	0	0.6	0.6	25.60	23.60	28.00	26.00
46	0	0	0.6	0.6	26.20	24.20	28.00	26.00
47	1	0	1	0	27.20	24.20	28.00	26.00
48	0	0	0.6	0.6	27.80	24.80	28.00	26.00
49	1	1	0.2	0.2	28.00	25.00	28.00	26.00
50	0	1	0	1	28.00	26.00	28.00	26.00
