ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	17.40	24.40
2	0	0	0.6	0.6	0.80	0.80	17.40	24.40
3	0	1	0	1	0.80	1.80	17.40	24.40
4	0	0	0.6	0.6	1.40	2.40	17.40	24.40
5	1	1	0.2	0.2	1.60	2.60	17.40	24.40
6	1	1	0.2	0.2	1.80	2.80	17.40	24.40
7	0	1	0	1	1.80	3.80	17.40	24.40
8	0	1	0	1	1.80	4.80	17.40	24.40
9	1	1	0.2	0.2	2.00	5.00	17.40	24.40
10	1	1	0.2	0.2	2.20	5.20	17.40	24.40
11	0	1	0	1	2.20	6.20	17.40	24.40
12	1	1	0.2	0.2	2.40	6.40	17.40	24.40
13	1	1	0.2	0.2	2.60	6.60	17.40	24.40
14	0	1	0	1	2.60	7.60	17.40	24.40
15	1	1	0.2	0.2	2.80	7.80	17.40	24.40
16	1	1	0.2	0.2	3.00	8.00	17.40	24.40
17	0	0	0.6	0.6	3.60	8.60	17.40	24.40
18	1	0	1	0	4.60	8.60	17.40	24.40
19	0	0	0.6	0.6	5.20	9.20	17.40	24.40
20	1	1	0.2	0.2	5.40	9.40	17.40	24.40
21	0	1	0	1	5.40	10.40	17.40	24.40
22	1	1	0.2	0.2	5.60	10.60	17.40	24.40
23	1	1	0.2	0.2	5.80	10.80	17.40	24.40
24	0	1	0	1	5.80	11.80	17.40	24.40
25	1	1	0.2	0.2	6.00	12.00	17.40	24.40
26	1	1	0.2	0.2	6.20	12.20	17.40	24.40
27	1	0	1	0	7.20	12.20	17.40	24.40
28	1	1	0.2	0.2	7.40	12.40	17.40	24.40
29	0	1	0	1	7.40	13.40	17.40	24.40
30	0	1	0	1	7.40	14.40	17.40	24.40
31	1	0	1	0	8.40	14.40	17.40	24.40
32	0	1	0	1	8.40	15.40	17.40	24.40
33	1	0	1	0	9.40	15.40	17.40	24.40
34	0	1	0	1	9.40	16.40	17.40	24.40
35	1	0	1	0	10.40	16.40	17.40	24.40
36	0	1	0	1	10.40	17.40	17.40	24.40
37	1	0	1	0	11.40	17.40	17.40	24.40
38	0	1	0	1	11.40	18.40	17.40	24.40
39	1	0	1	0	12.40	18.40	17.40	24.40
40	0	1	0	1	12.40	19.40	17.40	24.40
41	1	0	1	0	13.40	19.40	17.40	24.40
42	0	1	0	1	13.40	20.40	17.40	24.40
43	1	0	1	0	14.40	20.40	17.40	24.40
44	0	1	0	1	14.40	21.40	17.40	24.40
45	1	0	1	0	15.40	21.40	17.40	24.40
46	0	1	0	1	15.40	22.40	17.40	24.40
47	1	0	1	0	16.40	22.40	17.40	24.40
48	0	1	0	1	16.40	23.40	17.40	24.40
49	1	0	1	0	17.40	23.40	17.40	24.40
50	0	1	0	1	17.40	24.40	17.40	24.40
