ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	21.20	25.20
2	0	1	0	1	0.20	1.20	21.20	25.20
3	0	1	0	1	0.20	2.20	21.20	25.20
4	1	1	0.2	0.2	0.40	2.40	21.20	25.20
5	0	1	0	1	0.40	3.40	21.20	25.20
6	1	0	1	0	1.40	3.40	21.20	25.20
7	1	1	0.2	0.2	1.60	3.60	21.20	25.20
8	1	0	1	0	2.60	3.60	21.20	25.20
9	1	1	0.2	0.2	2.80	3.80	21.20	25.20
10	1	0	1	0	3.80	3.80	21.20	25.20
11	0	1	0	1	3.80	4.80	21.20	25.20
12	0	1	0	1	3.80	5.80	21.20	25.20
13	1	0	1	0	4.80	5.80	21.20	25.20
14	1	1	0.2	0.2	5.00	6.00	21.20	25.20
15	1	0	1	0	6.00	6.00	21.20	25.20
16	0	1	0	1	6.00	7.00	21.20	25.20
17	1	0	1	0	7.00	7.00	21.20	25.20
18	0	1	0	1	7.00	8.00	21.20	25.20
19	1	0	1	0	8.00	8.00	21.20	25.20
20	1	1	0.2	0.2	8.20	8.20	21.20	25.20
21	1	0	1	0	9.20	8.20	21.20	25.20
22	0	1	0	1	9.20	9.20	21.20	25.20
23	0	1	0	1	9.20	10.20	21.20	25.20
24	1	1	0.2	0.2	9.40	10.40	21.20	25.20
25	1	1	0.2	0.2	9.60	10.60	21.20	25.20
26	0	1	0	1	9.60	11.60	21.20	25.20
27	1	1	0.2	0.2	9.80	11.80	21.20	25.20
28	0	1	0	1	9.80	12.80	21.20	25.20
29	1	1	0.2	0.2	10.00	13.00	21.20	25.20
30	1	1	0.2	0.2	10.20	13.20	21.20	25.20
31	0	1	0	1	10.20	14.20	21.20	25.20
32	1	1	0.2	0.2	10.40	14.40	21.20	25.20
33	0	0	0.6	0.6	11.00	15.00	21.20	25.20
34	0	0	0.6	0.6	11.60	15.60	21.20	25.20
35	0	0	0.6	0.6	12.20	16.20	21.20	25.20
36	0	0	0.6	0.6	12.80	16.80	21.20	25.20
37	0	0	0.6	0.6	13.40	17.40	21.20	25.20
38	0	0	0.6	0.6	14.00	18.00	21.20	25.20
39	0	0	0.6	0.6	14.60	18.60	21.20	25.20
40	0	0	0.6	0.6	15.20	19.20	21.20	25.20
41	0	0	0.6	0.6	15.80	19.80	21.20	25.20
42	0	0	0.6	0.6	16.40	20.40	21.20	25.20
43	0	0	0.6	0.6	17.00	21.00	21.20	25.20
44	0	0	0.6	0.6	17.60	21.60	21.20	25.20
45	0	0	0.6	0.6	18.20	22.20	21.20	25.20
46	0	0	0.6	0.6	18.80	22.80	21.20	25.20
47	0	0	0.6	0.6	19.40	23.40	21.20	25.20
48	0	0	0.6	0.6	20.00	24.00	21.20	25.20
49	0	0	0.6	0.6	20.60	24.60	21.20	25.20
50	0	0	0.6	0.6	21.20	25.20	21.20	25.20
