ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	16.80	22.80
2	0	0	0.6	0.6	0.80	0.80	16.80	22.80
3	1	0	1	0	1.80	0.80	16.80	22.80
4	0	0	0.6	0.6	2.40	1.40	16.80	22.80
5	1	1	0.2	0.2	2.60	1.60	16.80	22.80
6	1	1	0.2	0.2	2.80	1.80	16.80	22.80
7	0	1	0	1	2.80	2.80	16.80	22.80
8	0	0	0.6	0.6	3.40	3.40	16.80	22.80
9	1	1	0.2	0.2	3.60	3.60	16.80	22.80
10	1	1	0.2	0.2	3.80	3.80	16.80	22.80
11	0	0	0.6	0.6	4.40	4.40	16.80	22.80
12	1	1	0.2	0.2	4.60	4.60	16.80	22.80
13	1	1	0.2	0.2	4.80	4.80	16.80	22.80
14	0	0	0.6	0.6	5.40	5.40	16.80	22.80
15	0	1	0	1	5.40	6.40	16.80	22.80
16	1	0	1	0	6.40	6.40	16.80	22.80
17	0	0	0.6	0.6	7.00	7.00	16.80	22.80
18	0	1	0	1	7.00	8.00	16.80	22.80
19	0	0	0.6	0.6	7.60	8.60	16.80	22.80
20	1	0	1	0	8.60	8.60	16.80	22.80
21	0	0	0.6	0.6	9.20	9.20	16.80	22.80
22	1	1	0.2	0.2	9.40	9.40	16.80	22.80
23	1	1	0.2	0.2	9.60	9.60	16.80	22.80
24	0	1	0	1	9.60	10.60	16.80	22.80
25	0	0	0.6	0.6	10.20	11.20	16.80	22.80
26	1	1	0.2	0.2	10.40	11.40	16.80	22.80
27	1	1	0.2	0.2	10.60	11.60	16.80	22.80
28	0	0	0.6	0.6	11.20	12.20	16.80	22.80
29	1	1	0.2	0.2	11.40	12.40	16.80	22.80
30	0	1	0	1	11.40	13.40	16.80	22.80
31	0	0	0.6	0.6	12.00	14.00	16.80	22.80
32	1	1	0.2	0.2	12.20	14.20	16.80	22.80
33	1	0	1	0	13.20	14.20	16.80	22.80
34	0	1	0	1	13.20	15.20	16.80	22.80
35	0	0	0.6	0.6	13.80	15.80	16.80	22.80
36	1	1	0.2	0.2	14.00	16.00	16.80	22.80
37	1	1	0.2	0.2	14.20	16.20	16.80	22.80
38	0	1	0	1	14.20	17.20	16.80	22.80
39	0	1	0	1	14.20	18.20	16.80	22.80
40	0	1	0	1	14.20	19.20	16.80	22.80
41	0	0	0.6	0.6	14.80	19.80	16.80	22.80
42	1	1	0.2	0.2	15.00	20.00	16.80	22.80
43	1	1	0.2	0.2	15.20	20.20	16.80	22.80
44	0	1	0	1	15.20	21.20	16.80	22.80
45	0	0	0.6	0.6	15.80	21.80	16.80	22.80
46	1	1	0.2	0.2	16.00	22.00	16.80	22.80
47	1	1	0.2	0.2	16.20	22.20	16.80	22.80
48	1	1	0.2	0.2	16.40	22.40	16.80	22.80
49	1	1	0.2	0.2	16.60	22.60	16.80	22.80
50	1	1	0.2	0.2	16.80	22.80	16.80	22.80
