ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	0	0.6	0.6	0.60	0.60	26.20	26.20
2	1	1	0.2	0.2	0.80	0.80	26.20	26.20
3	0	1	0	1	0.80	1.80	26.20	26.20
4	1	1	0.2	0.2	1.00	2.00	26.20	26.20
5	1	0	1	0	2.00	2.00	26.20	26.20
6	1	1	0.2	0.2	2.20	2.20	26.20	26.20
7	1	1	0.2	0.2	2.40	2.40	26.20	26.20
8	1	1	0.2	0.2	2.60	2.60	26.20	26.20
9	0	1	0	1	2.60	3.60	26.20	26.20
10	1	1	0.2	0.2	2.80	3.80	26.20	26.20
11	1	0	1	0	3.80	3.80	26.20	26.20
12	1	0	1	0	4.80	3.80	26.20	26.20
13	0	1	0	1	4.80	4.80	26.20	26.20
14	1	1	0.2	0.2	5.00	5.00	26.20	26.20
15	1	1	0.2	0.2	5.20	5.20	26.20	26.20
16	0	0	0.6	0.6	5.80	5.80	26.20	26.20
17	0	0	0.6	0.6	6.40	6.40	26.20	26.20
18	0	0	0.6	0.6	7.00	7.00	26.20	26.20
19	0	0	0.6	0.6	7.60	7.60	26.20	26.20
20	0	0	0.6	0.6	8.20	8.20	26.20	26.20
21	0	0	0.6	0.6	8.80	8.80	26.20	26.20
22	0	0	0.6	0.6	9.40	9.40	26.20	26.20
23	0	0	0.6	0.6	10.00	10.00	26.20	26.20
24	0	0	0.6	0.6	10.60	10.60	26.20	26.20
25	0	0	0.6	0.6	11.20	11.20	26.20	26.20
26	0	0	0.6	0.6	11.80	11.80	26.20	26.20
27	0	0	0.6	0.6	12.40	12.40	26.20	26.20
28	0	0	0.6	0.6	13.00	13.00	26.20	26.20
29	0	0	0.6	0.6	13.60	13.60	26.20	26.20
30	0	0	0.6	0.6	14.20	14.20	26.20	26.20
31	0	0	0.6	0.6	14.80	14.80	26.20	26.20
32	0	0	0.6	0.6	15.40	15.40	26.20	26.20
33	0	0	0.6	0.6	16.00	16.00	26.20	26.20
34	0	0	0.6	0.6	16.60	16.60	26.20	26.20
35	0	0	0.6	0.6	17.20	17.20	26.20	26.20
36	0	0	0.6	0.6	17.80	17.80	26.20	26.20
37	0	0	0.6	0.6	18.40	18.40	26.20	26.20
38	0	0	0.6	0.6	19.00	19.00	26.20	26.20
39	0	0	0.6	0.6	19.60	19.60	26.20	26.20
40	0	0	0.6	0.6	20.20	20.20	26.20	26.20
41	0	0	0.6	0.6	20.80	20.80	26.20	26.20
42	0	0	0.6	0.6	21.40	21.40	26.20	26.20
43	0	0	0.6	0.6	22.00	22.00	26.20	26.20
44	0	0	0.6	0.6	22.60	22.60	26.20	26.20
45	0	0	0.6	0.6	23.20	23.20	26.20	26.20
46	0	0	0.6	0.6	23.80	23.80	26.20	26.20
47	0	0	0.6	0.6	24.40	24.40	26.20	26.20
48	0	0	0.6	0.6	25.00	25.00	26.20	26.20
49	0	0	0.6	0.6	25.60	25.60	26.20	26.20
50	0	0	0.6	0.6	26.20	26.20	26.20	26.20
