ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	27.80	26.80
2	0	1	0	1	1.00	1.00	27.80	26.80
3	1	0	1	0	2.00	1.00	27.80	26.80
4	0	1	0	1	2.00	2.00	27.80	26.80
5	1	0	1	0	3.00	2.00	27.80	26.80
6	0	1	0	1	3.00	3.00	27.80	26.80
7	1	0	1	0	4.00	3.00	27.80	26.80
8	0	1	0	1	4.00	4.00	27.80	26.80
9	1	0	1	0	5.00	4.00	27.80	26.80
10	0	1	0	1	5.00	5.00	27.80	26.80
11	1	0	1	0	6.00	5.00	27.80	26.80
12	0	1	0	1	6.00	6.00	27.80	26.80
13	1	0	1	0	7.00	6.00	27.80	26.80
14	0	1	0	1	7.00	7.00	27.80	26.80
15	1	0	1	0	8.00	7.00	27.80	26.80
16	0	1	0	1	8.00	8.00	27.80	26.80
17	1	0	1	0	9.00	8.00	27.80	26.80
18	0	1	0	1	9.00	9.00	27.80	26.80
19	1	0	1	0	10.00	9.00	27.80	26.80
20	0	1	0	1	10.00	10.00	27.80	26.80
21	1	0	1	0	11.00	10.00	27.80	26.80
22	0	1	0	1	11.00	11.00	27.80	26.80
23	1	0	1	0	12.00	11.00	27.80	26.80
24	0	1	0	1	12.00	12.00	27.80	26.80
25	1	0	1	0	13.00	12.00	27.80	26.80
26	0	1	0	1	13.00	13.00	27.80	26.80
27	1	0	1	0	14.00	13.00	27.80	26.80
28	0	0	0.6	0.6	14.60	13.60	27.80	26.80
29	0	0	0.6	0.6	15.20	14.20	27.80	26.80
30	0	0	0.6	0.6	15.80	14.80	27.80	26.80
31	0	0	0.6	0.6	16.40	15.40	27.80	26.80
32	0	0	0.6	0.6	17.00	16.00	27.80	26.80
33	0	0	0.6	0.6	17.60	16.60	27.80	26.80
34	0	0	0.6	0.6	18.20	17.20	27.80	26.80
35	0	0	0.6	0.6	18.80	17.80	27.80	26.80
36	0	0	0.6	0.6	19.40	18.40	27.80	26.80
37	0	0	0.6	0.6	20.00	19.00	27.80	26.80
38	0	0	0.6	0.6	20.60	19.60	27.80	26.80
39	0	0	0.6	0.6	21.20	20.20	27.80	26.80
40	0	0	0.6	0.6	21.80	20.80	27.80	26.80
41	0	0	0.6	0.6	22.40	21.40	27.80	26.80
42	0	0	0.6	0.6	23.00	22.00	27.80	26.80
43	0	0	0.6	0.6	23.60	22.60	27.80	26.80
44	0	0	0.6	0.6	24.20	23.20	27.80	26.80
45	0	0	0.6	0.6	24.80	23.80	27.80	26.80
46	0	0	0.6	0.6	25.40	24.40	27.80	26.80
47	0	0	0.6	0.6	26.00	25.00	27.80	26.80
48	0	0	0.6	0.6	26.60	25.60	27.80	26.80
49	0	0	0.6	0.6	27.20	26.20	27.80	26.80
50	0	0	0.6	0.6	27.80	26.80	27.80	26.80
