ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	21.40	25.40
2	1	0	1	0	1.00	1.00	21.40	25.40
3	0	1	0	1	1.00	2.00	21.40	25.40
4	0	0	0.6	0.6	1.60	2.60	21.40	25.40
5	1	0	1	0	2.60	2.60	21.40	25.40
6	0	1	0	1	2.60	3.60	21.40	25.40
7	0	1	0	1	2.60	4.60	21.40	25.40
8	0	1	0	1	2.60	5.60	21.40	25.40
9	0	1	0	1	2.60	6.60	21.40	25.40
10	1	1	0.2	0.2	2.80	6.80	21.40	25.40
11	1	1	0.2	0.2	3.00	7.00	21.40	25.40
12	0	0	0.6	0.6	3.60	7.60	21.40	25.40
13	0	0	0.6	0.6	4.20	8.20	21.40	25.40
14	0	1	0	1	4.20	9.20	21.40	25.40
15	1	1	0.2	0.2	4.40	9.40	21.40	25.40
16	1	1	0.2	0.2	4.60	9.60	21.40	25.40
17	0	0	0.6	0.6	5.20	10.20	21.40	25.40
18	0	1	0	1	5.20	11.20	21.40	25.40
19	1	1	0.2	0.2	5.40	11.40	21.40	25.40
20	1	1	0.2	0.2	5.60	11.60	21.40	25.40
21	1	0	1	0	6.60	11.60	21.40	25.40
22	0	0	0.6	0.6	7.20	12.20	21.40	25.40
23	1	0	1	0	8.20	12.20	21.40	25.40
24	0	1	0	1	8.20	13.20	21.40	25.40
25	1	1	0.2	0.2	8.40	13.40	21.40	25.40
26	1	0	1	0	9.40	13.40	21.40	25.40
27	0	1	0	1	9.40	14.40	21.40	25.40
28	1	0	1	0	10.40	14.40	21.40	25.40
29	0	1	0	1	10.40	15.40	21.40	25.40
30	1	0	1	0	11.40	15.40	21.40	25.40
31	0	1	0	1	11.40	16.40	21.40	25.40
32	1	0	1	0	12.40	16.40	21.40	25.40
33	0	1	0	1	12.40	17.40	21.40	25.40
34	1	0	1	0	13.40	17.40	21.40	25.40
35	0	1	0	1	13.40	18.40	21.40	25.40
36	1	0	1	0	14.40	18.40	21.40	25.40
37	0	1	0	1	14.40	19.40	21.40	25.40
38	1	0	1	0	15.40	19.40	21.40	25.40
39	0	1	0	1	15.40	20.40	21.40	25.40
40	1	0	1	0	16.40	20.40	21.40	25.40
41	0	1	0	1	16.40	21.40	21.40	25.40
42	1	0	1	0	17.40	21.40	21.40	25.40
43	0	1	0	1	17.40	22.40	21.40	25.40
44	1	0	1	0	18.40	22.40	21.40	25.40
45	0	1	0	1	18.40	23.40	21.40	25.40
46	1	0	1	0	19.40	23.40	21.40	25.40
47	0	1	0	1	19.40	24.40	21.40	25.40
48	1	0	1	0	20.40	24.40	21.40	25.40
49	0	1	0	1	20.40	25.40	21.40	25.40
50	1	0	1	0	21.40	25.40	21.40	25.40
