ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	22.00	26.00
2	0	1	0	1	1.00	1.00	22.00	26.00
3	1	0	1	0	2.00	1.00	22.00	26.00
4	0	1	0	1	2.00	2.00	22.00	26.00
5	0	0	0.6	0.6	2.60	2.60	22.00	26.00
6	1	0	1	0	3.60	2.60	22.00	26.00
7	0	1	0	1	3.60	3.60	22.00	26.00
8	0	1	0	1	3.60	4.60	22.00	26.00
9	0	1	0	1	3.60	5.60	22.00	26.00
10	0	1	0	1	3.60	6.60	22.00	26.00
11	1	1	0.2	0.2	3.80	6.80	22.00	26.00
12	1	1	0.2	0.2	4.00	7.00	22.00	26.00
13	0	0	0.6	0.6	4.60	7.60	22.00	26.00
14	0	0	0.6	0.6	5.20	8.20	22.00	26.00
15	0	1	0	1	5.20	9.20	22.00	26.00
16	1	1	0.2	0.2	5.40	9.40	22.00	26.00
17	1	1	0.2	0.2	5.60	9.60	22.00	26.00
18	0	0	0.6	0.6	6.20	10.20	22.00	26.00
19	0	1	0	1	6.20	11.20	22.00	26.00
20	1	1	0.2	0.2	6.40	11.40	22.00	26.00
21	1	0	1	0	7.40	11.40	22.00	26.00
22	0	0	0.6	0.6	8.00	12.00	22.00	26.00
23	0	1	0	1	8.00	13.00	22.00	26.00
24	1	0	1	0	9.00	13.00	22.00	26.00
25	0	1	0	1	9.00	14.00	22.00	26.00
26	1	0	1	0	10.00	14.00	22.00	26.00
27	0	1	0	1	10.00	15.00	22.00	26.00
28	1	0	1	0	11.00	15.00	22.00	26.00
29	0	1	0	1	11.00	16.00	22.00	26.00
30	1	0	1	0	12.00	16.00	22.00	26.00
31	0	1	0	1	12.00	17.00	22.00	26.00
32	1	0	1	0	13.00	17.00	22.00	26.00
33	0	1	0	1	13.00	18.00	22.00	26.00
34	1	0	1	0	14.00	18.00	22.00	26.00
35	0	1	0	1	14.00	19.00	22.00	26.00
36	1	0	1	0	15.00	19.00	22.00	26.00
37	0	1	0	1	15.00	20.00	22.00	26.00
38	1	0	1	0	16.00	20.00	22.00	26.00
39	0	1	0	1	16.00	21.00	22.00	26.00
40	1	0	1	0	17.00	21.00	22.00	26.00
41	0	1	0	1	17.00	22.00	22.00	26.00
42	1	0	1	0	18.00	22.00	22.00	26.00
43	0	1	0	1	18.00	23.00	22.00	26.00
44	1	0	1	0	19.00	23.00	22.00	26.00
45	0	1	0	1	19.00	24.00	22.00	26.00
46	1	0	1	0	20.00	24.00	22.00	26.00
47	0	1	0	1	20.00	25.00	22.00	26.00
48	1	0	1	0	21.00	25.00	22.00	26.00
49	0	1	0	1	21.00	26.00	22.00	26.00
50	1	0	1	0	22.00	26.00	22.00	26.00
